Genome,Contig_number
GCA_019880025,97
GCA_023278245,1
GCA_021342365,175
GCA_022973405,107
GCA_022030055,1
GCA_020540945,4
GCA_023196925,62
GCA_020168855,155
GCA_022764925,34
GCA_023657485,219
GCA_022694095,102
GCA_022493835,1
GCA_020423205,2
GCA_022974835,143
GCA_022545975,103
GCA_022974935,131
GCA_022654545,1
GCA_023653865,2
GCA_019840195,130
GCA_022764745,22
GCA_021342165,104
GCA_020168795,136
GCA_020733905,85
GCA_022760085,66
GCA_023101615,171
GCA_022493215,1
GCA_020023255,1
GCA_020005435,189
GCA_023196465,80
GCA_020168915,154
GCA_019355475,5
GCA_021398995,1
GCA_020149645,9
GCA_022765545,213
GCA_022030035,1
GCA_022976785,102
GCA_023539015,4
GCA_023061715,147
GCA_022493595,1
GCA_023478145,157
GCA_022759765,10
GCA_022976835,91
GCA_019509045,142
GCA_022117655,5
GCA_023516115,5
GCA_021342275,105
GCA_019646015,1
GCA_019841505,92
GCA_022493255,1
GCA_022976735,115
GCA_019583815,47
GCA_019509185,120
GCA_019839485,83
GCA_023101575,226
GCA_023196985,59
GCA_019844035,4
GCA_022974575,122
GCA_022546745,96
GCA_022423745,94
GCA_021343555,290
GCA_023196555,46
GCA_022029955,1
GCA_022765495,32
GCA_021343765,146
GCA_022023755,3
GCA_023657915,5
GCA_022558845,5
GCA_020149705,5
GCA_022759905,6
GCA_022493775,1
GCA_022559875,6
GCA_020051555,181
GCA_022977255,223
GCA_021207775,147
GCA_022977545,98
GCA_019879245,73
GCA_019583995,120
GCA_019282725,110
GCA_023197005,62
GCA_022694025,173
GCA_022976775,115
GCA_021416565,201
GCA_022765155,145
GCA_022971775,141
GCA_022558765,6
GCA_019958145,159
GCA_019879365,112
GCA_021416375,126
GCA_022760215,4
GCA_021343205,123
GCA_020168635,83
GCA_019958045,161
GCA_022977045,305
GCA_022972975,72
GCA_022973635,135
GCA_022542185,85
GCA_021416185,153
GCA_019378855,1
GCA_019915505,3
GCA_022547735,131
GCA_022977115,155
GCA_022558405,5
GCA_021534885,2
GCA_022029875,1
GCA_022977155,144
GCA_019839355,126
GCA_019957215,75
GCA_022973235,184
GCA_021504295,101
GCA_022759825,6
GCA_020526845,1
GCA_021398935,1
GCA_022976705,132
GCA_019957835,83
GCA_022759725,10
GCA_021341885,163
GCA_020230435,32
GCA_022973915,142
GCA_020541005,5
GCA_022694265,175
GCA_022029995,1
GCA_022029915,1
GCA_019720795,5
GCA_022971555,84
GCA_022976135,104
GCA_022423685,97
GCA_022973855,171
GCA_022974905,157
GCA_021504075,203
GCA_019840525,105
GCA_020985225,7
GCA_022977415,251
GCA_022975895,139
GCA_019334385,1
GCA_022976695,152
GCA_019976835,3
GCA_022030995,1
GCA_022765585,36
GCA_023369735,1
GCA_022493855,1
GCA_021342095,103
GCA_019840765,137
GCA_023059995,122
GCA_022029935,1
GCA_022869285,91
GCA_020034635,4
GCA_022548545,134
GCA_019428765,9
GCA_022765635,57
GCA_019282755,129
GCA_022493435,1
GCA_022117635,4
GCA_021342815,110
GCA_021559875,3
GCA_021207575,123
GCA_021441965,8
GCA_022765665,116
GCA_022493275,1
GCA_019428605,1
GCA_022975735,298
GCA_023476445,122
GCA_021496425,2
GCA_021484785,3
GCA_022029855,1
GCA_021416925,187
GCA_019879125,82
GCA_022977395,258
GCA_021416285,172
GCA_023526915,97
GCA_022976995,139
GCA_023061455,147
GCA_022493735,1
GCA_019584115,34
GCA_022558825,5
GCA_023612455,2
GCA_019509425,117
GCA_023061755,173
GCA_019841585,62
GCA_020886495,6
GCA_023206655,3
GCA_019844015,2
GCA_022765325,57
GCA_022974475,77
GCA_019584585,79
GCA_022977675,246
GCA_022764565,51
GCA_022976975,112
GCA_022846575,5
GCA_022558645,6
GCA_020051575,251
GCA_021207875,113
GCA_023061355,181
GCA_019584205,47
GCA_019645975,5
GCA_022765185,53
GCA_022976475,98
GCA_021417165,206
GCA_022764645,260
GCA_022973595,143
GCA_020149685,4
GCA_022221385,1
GCA_019282855,124
GCA_022975375,152
GCA_023061415,146
GCA_022559005,5
GCA_021534945,4
GCA_022977535,172
GCA_023278265,1
GCA_022765565,147
GCA_022493235,1
GCA_019334665,1
GCA_022976075,126
GCA_023546885,3
GCA_023472985,121
GCA_019840965,78
GCA_022971295,175
GCA_023061365,202
GCA_019585105,21
GCA_022977515,163
GCA_021022945,16
GCA_019880045,173
GCA_022764705,83
GCA_019841285,126
GCA_021655655,5
GCA_022493015,1
GCA_022488895,142
GCA_022972895,212
GCA_023244085,251
GCA_021343015,103
GCA_022765085,70
GCA_022559325,8
GCA_019879585,119
GCA_021343335,149
GCA_021559835,3
GCA_019879965,117
GCA_023205415,5
GCA_022369015,6
GCA_021343075,159
GCA_022423785,93
GCA_022492975,1
GCA_020169355,181
GCA_022977075,150
GCA_023206675,3
GCA_022761555,88
GCA_019509405,153
GCA_021342735,88
GCA_022976425,104
GCA_021089875,3
GCA_019303135,82
GCA_022973545,101
GCA_020883295,1
GCA_022494705,5
GCA_022546255,98
GCA_019355455,6
GCA_022558865,5
GCA_020168965,121
GCA_019802685,8
GCA_022977375,257
GCA_019841125,103
GCA_022493695,1
GCA_021343695,115
GCA_022545955,89
GCA_019840425,108
GCA_023476165,151
GCA_019891035,2
GCA_022493655,1
GCA_022976195,236
GCA_019584095,32
GCA_019841685,95
GCA_022982975,3
GCA_022974525,76
GCA_022547555,81
GCA_019428785,5
GCA_022694045,269
GCA_020886435,5
GCA_022558885,5
GCA_021498025,4
GCA_023526955,106
GCA_019599065,1
GCA_023101595,244
GCA_022973715,121
GCA_022976905,155
GCA_023059975,117
GCA_019731455,67
GCA_022758485,94
GCA_022385195,3
GCA_022764585,92
GCA_022493495,1
GCA_022972905,209
GCA_021343505,168
GCA_022974225,60
GCA_019303145,120
GCA_020423185,4
GCA_021166015,1
GCA_022558925,4
GCA_020166655,34
GCA_022765385,42
GCA_020168675,118
GCA_023197085,78
GCA_022765305,92
GCA_020168835,125
GCA_019456115,76
GCA_022353625,2
GCA_022973615,90
GCA_023206635,3
GCA_022550555,191
GCA_021559815,2
GCA_021534925,2
GCA_022758585,65
GCA_019840645,78
GCA_020051455,184
GCA_021343865,141
GCA_022869945,2
GCA_019444045,1
GCA_022764905,37
GCA_022694325,133
GCA_019584865,32
GCA_022694165,104
GCA_020827655,5
GCA_022654245,1
GCA_022493535,1
GCA_022976895,424
GCA_020042705,1
GCA_022494075,7
GCA_022975445,159
GCA_021342535,364
GCA_020168805,104
GCA_020883335,1
GCA_023546865,3
GCA_019879535,60
GCA_023059955,123
GCA_020827555,3
GCA_022493615,1
GCA_022759805,10
GCA_022764885,25
GCA_019508905,93
GCA_023376095,7
GCA_023244035,199
GCA_022764785,57
GCA_019585235,31
GCA_022423925,134
GCA_019841445,92
GCA_022546575,129
GCA_022974275,128
GCA_019584715,27
GCA_022976355,181
GCA_022973075,92
GCA_022977435,268
GCA_022977465,198
GCA_022971615,169
GCA_019840785,114
GCA_022975035,131
GCA_022558705,7
GCA_022765245,31
GCA_021342755,90
GCA_023647415,140
GCA_022971635,156
GCA_022514105,3
GCA_019967895,3
GCA_019841025,93
GCA_020662165,247
GCA_022977685,161
GCA_023476145,182
GCA_022542235,131
GCA_019428565,1
GCA_022976455,103
GCA_020494055,1
GCA_022494235,5
GCA_022765145,151
GCA_022548335,125
GCA_023516055,4
GCA_021417075,153
GCA_019282835,123
GCA_020034595,1
GCA_022489165,77
GCA_022976585,107
GCA_022964895,5
GCA_023061675,150
GCA_019428745,8
GCA_019840005,128
GCA_022031035,1
GCA_022559045,5
GCA_023061795,168
GCA_021555135,154
GCA_022694145,151
GCA_022494315,4
GCA_022761625,183
GCA_019841465,68
GCA_019839425,83
GCA_022014695,4
GCA_019879765,91
GCA_021504235,70
GCA_022493335,1
GCA_020716665,1
GCA_022971155,107
GCA_022974495,66
GCA_020827635,9
GCA_023061525,149
GCA_023059535,168
GCA_022423625,71
GCA_022559685,8
GCA_022559285,5
GCA_019282815,108
GCA_022494745,9
GCA_021496405,2
GCA_021869725,6
GCA_022846255,1
GCA_022576915,1
GCA_023527095,172
GCA_022758895,122
GCA_021398465,1
GCA_021441985,6
GCA_019840105,109
GCA_022976415,103
GCA_022976385,186
GCA_020995495,1
GCA_019583835,19
GCA_022541745,120
GCA_021498145,5
GCA_021341985,116
GCA_020732925,154
GCA_022759785,10
GCA_023653905,3
GCA_020883355,1
GCA_019282935,108
GCA_022975435,165
GCA_022972815,42
GCA_022976375,109
GCA_023196505,45
GCA_022974855,102
GCA_022759745,10
GCA_022869375,115
GCA_019584725,39
GCA_020683145,1
GCA_022353925,2
GCA_022493315,1
GCA_021343005,194
GCA_022765205,45
GCA_023170005,5
GCA_021398485,1
GCA_023206595,3
GCA_022975395,155
GCA_023059755,114
GCA_022029975,1
GCA_023244185,231
GCA_022969975,163
GCA_021022855,131
GCA_022919035,2
GCA_023206695,3
GCA_022764985,49
GCA_022765265,60
GCA_022546435,83
GCA_022541175,119
GCA_022764545,49
GCA_022764625,28
GCA_022558985,5
GCA_021398955,1
GCA_021416425,193
GCA_022349925,6
GCA_022976855,277
GCA_019839945,98
GCA_021534845,2
GCA_021352355,253
GCA_021022895,137
GCA_021166415,2
GCA_022974095,163
GCA_023196285,28
GCA_022975835,108
GCA_022546025,102
GCA_022765435,225
GCA_019840535,97
GCA_020149625,5
GCA_023059575,135
GCA_022761345,134
GCA_022758725,101
GCA_023061835,160
GCA_021343255,125
GCA_019583855,18
GCA_022976675,115
GCA_022977715,136
GCA_022976225,248
GCA_019443685,5
GCA_022559065,8
GCA_019334645,1
GCA_022558805,4
GCA_022029835,1
GCA_022541275,142
GCA_021184125,2
GCA_019890835,2
GCA_019840655,170
GCA_021342765,126
GCA_020733915,113
GCA_022031075,1
GCA_021416485,127
GCA_022493875,1
GCA_019879145,115
GCA_020051595,126
GCA_019840125,111
GCA_022765705,139
GCA_019880095,93
GCA_022973815,91
GCA_022694335,111
GCA_023516035,10
GCA_022846215,2
GCA_021417145,153
GCA_019428645,7
GCA_019428525,1
GCA_019282795,86
GCA_022353905,3
GCA_020809365,4
GCA_022494805,1
GCA_019645795,1
GCA_022694085,113
GCA_022977335,101
GCA_022493455,1
GCA_022973005,73
GCA_022489265,201
GCA_022765685,177
GCA_021343705,108
GCA_022541415,123
GCA_022765425,198
GCA_023526975,149
GCA_019584905,34
GCA_019915545,4
GCA_022493355,1
GCA_022764725,77
GCA_020683185,1
GCA_020683245,2
GCA_019839475,109
GCA_023196625,61
GCA_022973295,171
GCA_022973175,195
GCA_023527165,189
GCA_022541735,105
GCA_020051375,182
GCA_022976635,101
GCA_022761705,85
GCA_019879485,88
GCA_021343095,88
GCA_022977145,150
GCA_022559305,5
GCA_020251585,114
GCA_019428545,1
GCA_019585205,154
GCA_019355495,5
GCA_019843995,7
GCA_022493895,1
GCA_020051395,167
GCA_022694175,123
GCA_021535005,3
GCA_021342395,349
GCA_022555495,196
GCA_022758685,158
GCA_022439445,1
GCA_020861255,127
GCA_022976935,245
GCA_019840285,86
GCA_022559265,6
GCA_019879945,109
GCA_023206715,3
GCA_022550675,254
GCA_022541285,157
GCA_023476315,165
GCA_020526725,1
GCA_019426265,3
GCA_022761645,112
GCA_022546385,105
GCA_022761465,105
GCA_022493675,1
GCA_021417105,175
GCA_023061735,144
GCA_019585285,99
GCA_021343355,215
GCA_019584845,27
GCA_023272815,2
GCA_022439465,1
GCA_019840585,132
GCA_022541695,149
GCA_022974215,121
GCA_021342175,367
GCA_022493395,1
GCA_022977775,209
GCA_019754155,1
GCA_022964775,7
GCA_021726315,124
GCA_022977615,92
GCA_019443365,5
GCA_022494585,1
GCA_019841785,90
GCA_021416365,256
GCA_022542095,141
GCA_019839345,83
GCA_022977495,91
GCA_021417045,175
GCA_021534905,2
GCA_019584965,161
GCA_019841375,89
GCA_022546195,82
GCA_019508805,123
GCA_022559025,11
GCA_022424005,99
GCA_019583665,45
GCA_020886375,4
GCA_022972575,103
GCA_021342965,218
GCA_019431145,2
GCA_022546615,112
GCA_023061625,164
GCA_020526825,1
GCA_022975815,221
GCA_022493155,1
GCA_022759845,6
GCA_022764945,165
GCA_022973655,120
GCA_023527075,155
GCA_021534985,2
GCA_023243995,270
GCA_022694385,150
GCA_022354045,4
GCA_019583875,28
GCA_019282775,89
GCA_020051335,177
GCA_019351255,148
GCA_021343175,189
GCA_019431335,3
GCA_021207935,110
GCA_022030015,1
GCA_019584195,22
GCA_020166535,201
GCA_022694225,213
GCA_022972485,113
GCA_022976215,148
GCA_019841345,164
GCA_021390295,2
GCA_022558745,3
GCA_022546355,87
GCA_020526785,1
GCA_022973125,122
GCA_023101535,127
GCA_020668795,148
GCA_022974775,117
GCA_019357435,3
GCA_022973935,259
GCA_022973095,83
GCA_019303175,102
GCA_022974135,151
GCA_019551855,2
GCA_021416995,176
GCA_022453605,2
GCA_020105115,21
GCA_022976865,425
GCA_022758365,151
GCA_022493195,1
GCA_023278285,1
GCA_022694405,156
GCA_022558905,8
GCA_022493815,1
GCA_022765015,45
GCA_022688805,99
GCA_023516075,5
GCA_021343155,192
GCA_020423165,2
GCA_023516135,4
GCA_022545995,81
GCA_022765335,42
GCA_019841005,140
GCA_023061515,189
GCA_022764755,30
GCA_022846235,5
GCA_021416205,164
GCA_022758395,135
