Genome,Contig_number
GCA_024499095,6
GCA_030208355,100
GCA_024396475,1
GCA_029676955,247
GCA_025643135,1
GCA_025995475,3
GCA_024584865,3
GCA_029855185,1
GCA_027888205,116
GCA_028523865,267
GCA_027887915,157
GCA_024298525,6
GCA_028525465,130
GCA_026612495,138
GCA_029536655,3
GCA_024700885,3
GCA_030013345,2
GCA_030028155,1
GCA_028524305,123
GCA_024971055,2
GCA_024199065,473
GCA_030208035,131
GCA_030345435,1
GCA_025563435,1
GCA_029676865,233
GCA_024546965,119
GCA_030028215,1
GCA_024662255,5
GCA_030037135,2
GCA_024585485,3
GCA_024917535,3
GCA_025176455,99
GCA_030286115,13
GCA_025751235,125
GCA_030163245,328
GCA_025175145,161
GCA_024918235,4
GCA_027925845,5
GCA_030163135,124
GCA_029359895,113
GCA_030239325,183
GCA_027944655,6
GCA_029854615,4
GCA_025176605,135
GCA_030039075,5
GCA_030013225,3
GCA_030296095,3
GCA_028622955,3
GCA_030208195,70
GCA_029594575,110
GCA_030013845,4
GCA_024330125,111
GCA_024585525,4
GCA_024700815,3
GCA_024499265,8
GCA_029990415,11
GCA_028525165,132
GCA_024700835,4
GCA_023657995,2
GCA_030295075,2
GCA_024546885,202
GCA_028524085,95
GCA_024918395,3
GCA_025643475,1
GCA_030007975,5
GCA_030295505,6
GCA_026651285,2
GCA_025246385,71
GCA_025657835,116
GCA_029625195,2
GCA_027887435,116
GCA_030296255,4
GCA_023657975,3
GCA_028525555,155
GCA_027945035,3
GCA_030295625,2
GCA_030328365,72
GCA_024396555,1
GCA_030013185,5
GCA_030178035,115
GCA_030013125,4
GCA_029676745,194
GCA_025996615,2
GCA_026107175,94
GCA_025259645,2
GCA_027888295,132
GCA_026107325,120
GCA_029990455,2
GCA_030039375,5
GCA_030325105,68
GCA_028525245,92
GCA_029359795,105
GCA_029962425,1
GCA_025996675,2
GCA_029990375,2
GCA_024298565,5
GCA_028825745,191
GCA_030286365,3
GCA_030295605,2
GCA_025563515,1
GCA_029360355,101
GCA_030297395,3
GCA_030036715,3
GCA_030163115,179
GCA_026013375,178
GCA_027887625,155
GCA_025252345,2
GCA_029909715,3
GCA_024547205,131
GCA_029360105,211
GCA_025751445,90
GCA_029990145,2
GCA_028524525,98
GCA_029542525,2
GCA_028525355,136
GCA_030208235,78
GCA_027944835,7
GCA_030208255,117
GCA_029359785,104
GCA_023658265,4
GCA_029676845,207
GCA_024499305,6
GCA_027889095,101
GCA_028436915,208
GCA_030208725,132
GCA_024331525,4
GCA_026240775,3
GCA_025657895,168
GCA_028551235,5
GCA_029855325,1
GCA_030162015,4
GCA_024584945,3
GCA_030013755,5
GCA_029991165,3
GCA_025399115,2
GCA_025642235,1
GCA_024917235,7
GCA_028473305,5
GCA_028623045,3
GCA_028825645,157
GCA_029087885,95
GCA_024508055,5
GCA_030324795,93
GCA_029625095,2
GCA_024585785,2
GCA_026107125,94
GCA_030024325,238
GCA_027887335,110
GCA_027686545,91
GCA_025399035,2
GCA_025995415,2
GCA_030296215,4
GCA_025750835,137
GCA_026651105,4
GCA_027888735,153
GCA_030207725,117
GCA_030025045,210
GCA_028436665,124
GCA_028201635,2
GCA_026612915,155
GCA_024585005,2
GCA_028825555,130
GCA_029992095,263
GCA_023824255,1
GCA_030162175,7
GCA_028524535,134
GCA_024547525,147
GCA_025995355,3
GCA_024226085,7
GCA_029360025,215
GCA_026796965,8
GCA_024918915,3
GCA_027570235,6
GCA_029991025,2
GCA_030164525,120
GCA_029990495,5
GCA_023658345,3
GCA_030295055,5
GCA_030295545,4
GCA_027925805,3
GCA_029087985,167
GCA_027888165,128
GCA_029962405,1
GCA_029359985,97
GCA_030012625,4
GCA_030162035,3
GCA_029677145,120
GCA_024917795,4
GCA_029594675,117
GCA_024507935,1
GCA_024585765,4
GCA_027889155,143
GCA_027723465,61
GCA_030285565,10
GCA_029813155,95
GCA_029594595,126
GCA_030208015,120
GCA_030013455,3
GCA_027887975,113
GCA_029536695,1
GCA_028525765,108
GCA_029590495,3
GCA_029360095,115
GCA_026341465,228
GCA_029989825,2
GCA_024499115,6
GCA_030013495,6
GCA_028436605,91
GCA_029594255,60
GCA_024584845,3
GCA_027944695,3
GCA_030208455,76
GCA_024357465,118
GCA_024298725,5
GCA_024730765,1
GCA_030207855,119
GCA_026769115,242
GCA_025723205,3
GCA_025751135,74
GCA_026612995,161
GCA_029071875,153
GCA_025809255,2
GCA_027887805,219
GCA_030345495,1
GCA_027695485,87
GCA_025252445,2
GCA_024918195,3
GCA_030207825,119
GCA_029594135,85
GCA_025176325,80
GCA_027945015,3
GCA_026968085,4
GCA_028524635,132
GCA_030342505,69
GCA_025244805,1
GCA_029854395,1
GCA_024579775,4
GCA_025782825,4
GCA_024760205,3
GCA_029087865,99
GCA_027399035,112
GCA_030169195,5
GCA_027888955,76
GCA_030207655,75
GCA_025159115,6
GCA_030208315,65
GCA_028524405,94
GCA_028488865,3
GCA_029360205,165
GCA_027888375,92
GCA_027723955,109
GCA_028551215,6
GCA_027888895,140
GCA_027945055,5
GCA_025657855,205
GCA_029989065,2
GCA_029087925,113
GCA_030142865,1
GCA_028825595,182
GCA_025677665,2
GCA_028524825,165
GCA_027944595,3
GCA_028527565,192
GCA_030012585,6
GCA_030207615,92
GCA_030325085,47
GCA_030169475,9
GCA_024585745,5
GCA_030325445,154
GCA_025995535,2
GCA_029962445,1
GCA_027658565,110
GCA_029359835,201
GCA_029071935,259
GCA_026612925,159
GCA_030178075,118
GCA_030324835,69
GCA_026651085,8
GCA_030325035,135
GCA_030012665,6
GCA_025946525,3
GCA_027888695,111
GCA_024585945,5
GCA_030168735,4
GCA_028436205,101
GCA_025567725,181
GCA_027683285,173
GCA_025176485,97
GCA_025995675,2
GCA_029227875,2
GCA_030013045,4
GCA_024547085,161
GCA_028524095,159
GCA_030291275,1
GCA_025369775,2
GCA_024917655,6
GCA_030142245,1
GCA_030178115,75
GCA_030208675,59
GCA_030207985,67
GCA_030296295,5
GCA_028436375,91
GCA_030207795,121
GCA_029854495,7
GCA_029676775,200
GCA_024700745,2
GCA_027706545,211
GCA_029359825,162
GCA_026651205,4
GCA_027888015,228
GCA_027888495,112
GCA_024585385,3
GCA_029011945,4
GCA_029360165,113
GCA_025176505,239
GCA_027888825,215
GCA_026278585,235
GCA_030208175,82
GCA_028203915,292
GCA_028436685,81
GCA_028436225,95
GCA_030208735,66
GCA_027925565,3
GCA_030342625,138
GCA_029990355,5
GCA_026107315,100
GCA_027888155,102
GCA_029542125,3
GCA_027675025,102
GCA_029594395,75
GCA_024585925,9
GCA_030316195,2
GCA_029813175,73
GCA_024917895,4
GCA_030142705,1
GCA_030168715,4
GCA_025995195,2
GCA_025244625,1
GCA_028436485,112
GCA_030063885,2
GCA_030142785,1
GCA_029223625,2
GCA_030178155,77
GCA_028525725,92
GCA_024547485,131
GCA_028523935,113
GCA_024399055,3
GCA_027887415,151
GCA_025336755,59
GCA_024917975,5
GCA_030345415,1
GCA_025369915,7
GCA_029676905,229
GCA_028525855,164
GCA_028752675,3
GCA_027888775,123
GCA_027941635,257
GCA_029676885,223
GCA_024396495,1
GCA_030038915,7
GCA_030053055,1
GCA_030295525,5
GCA_030142805,1
GCA_029625155,2
GCA_026612055,131
GCA_025336685,92
GCA_028525495,89
GCA_029855205,1
GCA_024735225,4
GCA_025369715,3
GCA_030013145,5
GCA_028525185,96
GCA_026506315,5
GCA_027887355,176
GCA_026651225,4
GCA_028436185,129
GCA_027686605,85
GCA_028436845,133
GCA_027925625,5
GCA_029359995,93
GCA_030296275,4
GCA_030285485,3
GCA_029536575,245
GCA_024547245,145
GCA_024508155,5
GCA_025176545,111
GCA_030208495,101
GCA_030325205,122
GCA_030168815,4
GCA_029855145,6
GCA_027474485,1
GCA_025246365,74
GCA_028524805,199
GCA_023658405,4
GCA_030285505,6
GCA_024499775,71
GCA_025567705,188
GCA_027888335,160
GCA_024585505,3
GCA_028436645,167
GCA_030162195,8
GCA_029989405,2
GCA_024331475,1
GCA_030166495,2
GCA_024918275,7
GCA_024918895,4
GCA_027925765,4
GCA_026768475,292
GCA_026506415,3
GCA_028523705,128
GCA_024700875,7
GCA_030053855,3
GCA_024971895,5
GCA_029594335,109
GCA_029991095,2
GCA_029855285,1
GCA_030028135,1
GCA_028825655,234
GCA_027889105,138
GCA_027723825,79
GCA_028523695,97
GCA_027887855,130
GCA_025254605,2
GCA_027692105,68
GCA_029676895,181
GCA_027682105,217
GCA_028525545,143
GCA_030325265,151
GCA_029094485,7
GCA_025817575,315
GCA_027675975,98
GCA_024917815,4
GCA_028523945,103
GCA_025176445,95
GCA_024331425,2
GCA_030168675,4
GCA_025563475,1
GCA_030208055,60
GCA_024585365,2
GCA_030345455,1
GCA_030142725,1
GCA_024224055,8
GCA_027920825,315
GCA_030013675,9
GCA_030013205,4
GCA_029987875,2
GCA_030038665,6
GCA_024507875,3
GCA_027887735,190
GCA_030013735,7
GCA_030142335,1
GCA_025369835,3
GCA_030013715,9
GCA_027685265,109
GCA_028436775,186
GCA_028436905,150
GCA_023658385,2
GCA_026612465,142
GCA_024585985,2
GCA_027687425,65
GCA_024584965,2
GCA_028525095,131
GCA_030039345,3
GCA_028743375,2
GCA_024585905,2
GCA_030208135,127
GCA_024298545,6
GCA_027944875,7
GCA_029854375,1
GCA_029906305,135
GCA_029990275,3
GCA_029087795,93
GCA_024918115,3
GCA_028436565,134
GCA_030208635,87
GCA_030273345,6
GCA_028436865,43
GCA_028525485,131
GCA_026107115,87
GCA_026712435,131
GCA_030178055,94
GCA_027944935,5
GCA_027889055,150
GCA_030162075,3
GCA_030024805,238
GCA_024546645,94
GCA_030325275,130
GCA_029522065,132
GCA_024585445,3
GCA_029223645,2
GCA_030035565,3
GCA_028525375,119
GCA_027888575,132
GCA_024500235,14
GCA_027887755,101
GCA_024917455,4
GCA_030342825,189
GCA_024331375,7
GCA_025995255,3
GCA_024584905,4
GCA_024918015,8
GCA_027474445,1
GCA_029991995,173
GCA_027888555,116
GCA_028825775,181
GCA_026278835,249
GCA_029360115,107
GCA_030207775,120
GCA_024331445,4
GCA_024917995,6
GCA_030324865,115
GCA_029636765,6
GCA_024330165,99
GCA_026427755,6
GCA_029360525,242
GCA_029676765,221
GCA_029989965,2
GCA_026651165,2
GCA_029134185,223
GCA_030036895,3
GCA_030012745,6
GCA_024585585,6
GCA_029359885,100
GCA_029635885,1
GCA_028525745,211
GCA_026769065,556
GCA_029088045,163
GCA_024918815,4
GCA_028736835,23
GCA_024585845,5
GCA_026506395,2
GCA_025643415,1
GCA_028525265,138
GCA_028525275,191
GCA_030324665,65
GCA_027944635,3
GCA_027945195,4
GCA_028525695,96
GCA_025567675,192
GCA_026210515,2
GCA_028525775,106
GCA_025336805,343
GCA_025175855,160
GCA_030039425,5
GCA_027674945,70
GCA_027399055,121
GCA_029522055,139
GCA_030063095,85
GCA_025996735,2
GCA_025996495,2
GCA_029360285,104
GCA_028436275,98
GCA_026001125,6
GCA_025995895,2
GCA_025908275,2
GCA_029854475,4
GCA_030208085,119
GCA_029087875,102
GCA_026612765,125
GCA_025175925,264
GCA_024331585,2
GCA_028436825,27
GCA_030013025,5
GCA_025567655,199
GCA_029360335,66
GCA_027887995,165
GCA_030036695,2
GCA_030286265,4
GCA_026651185,5
GCA_024298485,11
GCA_030208285,110
GCA_028525445,181
GCA_029360085,138
GCA_024399595,4
GCA_028524625,105
GCA_026001205,4
GCA_026016785,1
GCA_025751155,121
GCA_027888315,133
GCA_029223605,2
GCA_028523725,93
GCA_025175905,197
GCA_024649955,117
GCA_025369675,7
GCA_025176625,118
GCA_024585025,2
GCA_024918155,1
GCA_029855265,1
GCA_028436705,87
GCA_024467035,3
GCA_025289315,130
GCA_024918415,1
GCA_028525805,165
GCA_030142825,1
GCA_027286085,3
GCA_030207915,73
GCA_024023055,2
GCA_027888035,139
GCA_024329785,3
GCA_029813885,93
GCA_030178095,96
GCA_024396515,1
GCA_030035525,3
GCA_026612565,130
GCA_027944995,3
GCA_025232455,2
GCA_024396575,1
GCA_028485995,455
GCA_027660425,220
GCA_025996555,2
GCA_024330145,4
GCA_027920945,129
GCA_028436465,114
GCA_026967655,4
GCA_025254305,2
GCA_030037975,5
GCA_024734835,3
GCA_028825735,181
GCA_027887345,185
GCA_029916845,3
GCA_027889215,170
GCA_029674645,9
GCA_027887455,171
GCA_027944895,3
GCA_030325235,163
GCA_024298945,3
GCA_025176145,140
GCA_024918295,9
GCA_030324945,99
GCA_026651265,2
GCA_030342665,90
GCA_024331345,2
GCA_024918335,6
GCA_026210495,2
GCA_025643455,1
GCA_029991975,239
GCA_028525065,206
GCA_030036795,4
GCA_027944915,7
GCA_026745835,8
GCA_027888625,139
GCA_030142765,1
GCA_029071905,158
GCA_025176525,139
GCA_030342735,171
GCA_030024645,299
GCA_030207935,69
GCA_026723745,1
GCA_030024505,206
GCA_028524885,105
GCA_024585625,2
GCA_030053075,1
GCA_025536655,153
GCA_029625175,2
GCA_024585565,4
GCA_027676195,93
GCA_027925745,5
GCA_029359855,68
GCA_029635865,1
GCA_029991985,161
GCA_030208415,98
GCA_028596225,5
GCA_028523905,98
GCA_029594515,66
GCA_028551195,6
GCA_030207695,110
GCA_027888715,143
GCA_028525505,161
GCA_024547025,94
GCA_024107535,24
GCA_027690795,170
GCA_028825565,186
GCA_024546905,101
GCA_026119895,3
GCA_026612525,136
GCA_027889015,146
GCA_026278745,248
GCA_030013365,4
GCA_027888815,158
GCA_025200675,3
GCA_024917475,2
GCA_026119915,3
GCA_028524285,144
GCA_024584925,2
GCA_027944715,3
GCA_027925825,6
GCA_027853805,72
GCA_027945095,3
GCA_029360015,75
GCA_029594115,121
GCA_029359945,204
GCA_028525045,180
GCA_027474425,1
GCA_026506335,3
GCA_025426195,2
GCA_028524725,162
GCA_028524315,98
GCA_027889075,158
GCA_026612835,160
GCA_024396535,1
GCA_024298705,6
GCA_030166515,2
GCA_026796875,3
GCA_029987615,2
GCA_024508035,1
GCA_025182975,175
GCA_027673315,122
GCA_030207675,96
GCA_026712335,129
GCA_030325425,97
GCA_025995615,2
GCA_027889175,149
GCA_028891485,2
GCA_025996075,2
GCA_026968105,3
GCA_028743355,1
GCA_030036875,2
GCA_027888905,135
GCA_030013085,3
GCA_024971875,4
GCA_029989245,2
GCA_029854555,4
GCA_026074175,5
GCA_029071955,145
GCA_028525385,176
GCA_024584645,2
GCA_026611875,122
GCA_028527575,111
GCA_028524155,97
GCA_024970535,2
GCA_030024825,204
GCA_024585805,5
GCA_024584825,3
GCA_030324875,110
GCA_030013435,7
GCA_030163035,190
GCA_030207875,114
GCA_028524465,275
GCA_026612515,133
GCA_028523715,130
GCA_027947615,5
GCA_024329775,3
GCA_029071865,146
GCA_030168695,3
GCA_030013825,8
GCA_030037445,4
GCA_024499245,7
GCA_024585865,4
GCA_029589455,420
GCA_029201525,7
GCA_026796835,7
GCA_024917275,2
GCA_028525005,169
GCA_030142205,1
GCA_029625455,2
GCA_030013385,5
GCA_027944955,7
GCA_030295645,4
GCA_028623085,3
GCA_028524115,116
GCA_025643435,1
GCA_027944615,11
GCA_025246285,58
GCA_025751395,103
GCA_027723765,76
GCA_026612955,158
GCA_029537195,2
GCA_029087845,102
GCA_029854515,5
GCA_030208795,72
GCA_024700845,87
GCA_028436765,87
GCA_028436615,67
GCA_030208685,64
GCA_030036675,2
GCA_030208325,59
GCA_028743755,3
GCA_025996315,2
GCA_024585405,3
GCA_030345515,1
GCA_030034795,1
GCA_023658425,4
GCA_030024465,531
GCA_024225435,5
GCA_029594195,70
GCA_027888435,149
GCA_023658325,1
GCA_024585425,4
GCA_029536675,6
GCA_030013305,3
GCA_029026925,5
GCA_029134035,111
GCA_026248885,5
GCA_028525685,99
GCA_024585825,7
GCA_028421485,3
GCA_024584985,1
GCA_029594415,72
GCA_026119955,3
GCA_024917335,2
GCA_027888255,146
GCA_029855245,1
GCA_025946565,2
GCA_029359965,201
GCA_029991195,2
GCA_025399095,2
GCA_029088025,101
GCA_025583585,4
GCA_024331495,4
GCA_025995315,2
GCA_029457835,110
GCA_029071825,142
GCA_029989625,2
GCA_030035545,3
GCA_030285545,4
GCA_028525345,94
GCA_030039225,4
GCA_029849135,4
GCA_027674305,185
GCA_029987955,4
GCA_025254465,2
GCA_030013065,8
GCA_030324985,138
GCA_025808215,5
GCA_030325025,118
GCA_025175815,159
GCA_027687445,62
GCA_026769595,317
GCA_028436515,99
GCA_030344975,5
GCA_030325345,70
GCA_030207715,91
GCA_028436265,116
GCA_028525285,134
GCA_027887795,161
GCA_024917355,9
GCA_027944675,6
GCA_028436695,36
GCA_029623635,3
GCA_028471885,2
GCA_028825505,214
GCA_028825665,181
GCA_026651145,4
GCA_025369975,3
GCA_025426175,2
GCA_024298745,13
GCA_030207885,64
GCA_028527625,73
GCA_030207595,99
GCA_029990605,2
GCA_028525625,214
GCA_025176335,149
GCA_025677685,2
GCA_027943565,4
GCA_030142845,1
GCA_027925785,3
GCA_027887595,589
GCA_029855305,1
GCA_027941465,155
GCA_024918755,3
GCA_028527605,163
GCA_025657865,114
GCA_028439505,158
GCA_030208115,99
GCA_025200615,2
GCA_027887325,221
GCA_030285605,2
GCA_029855225,1
GCA_028523925,140
GCA_029855165,3
GCA_026796815,8
GCA_024917955,6
GCA_029674705,1
GCA_024585705,6
GCA_030345475,1
GCA_024298505,5
GCA_027888535,145
GCA_028525145,139
GCA_026248865,3
