Genome,Contig_number
GCA_005388525,91
GCA_003971215,4
GCA_004116915,3
GCA_005384325,32
GCA_003885055,64
GCA_005389085,151
GCA_004368015,5
GCA_005040455,96
GCA_004088295,6
GCA_004567815,109
GCA_004103985,80
GCA_005393065,205
GCA_004380175,110
GCA_005040735,165
GCA_005385445,196
GCA_005389445,106
GCA_005392665,250
GCA_005382705,91
GCA_004566965,91
GCA_004116875,4
GCA_005042025,76
GCA_005043175,139
GCA_004358385,2
GCA_004960005,76
GCA_005040745,84
GCA_005392935,69
GCA_005221805,3
GCA_005384065,148
GCA_005041665,178
GCA_004283575,161
GCA_004283545,86
GCA_005389825,128
GCA_004380635,210
GCA_005038015,130
GCA_005043655,143
GCA_005040135,63
GCA_004960405,128
GCA_003858805,281
GCA_005396045,103
GCA_005390705,43
GCA_005392085,137
GCA_004354895,158
GCA_004171875,387
GCA_005221785,2
GCA_004380265,200
GCA_005381585,177
GCA_005382605,156
GCA_004801575,5
GCA_004566985,66
GCA_004101065,108
GCA_004568935,86
GCA_004569855,27
GCA_005040525,182
GCA_005045425,125
GCA_005038665,170
GCA_005043675,72
GCA_005044025,161
GCA_004804115,206
GCA_004283235,112
GCA_005043575,128
GCA_005382325,109
GCA_005042625,156
GCA_005388925,175
GCA_004526255,3
GCA_004100935,57
GCA_004100505,67
GCA_003956225,3
GCA_005394505,121
GCA_005041905,78
GCA_005382825,50
GCA_005042495,108
GCA_004101165,84
GCA_005387585,85
GCA_005396485,115
GCA_005393015,172
GCA_005383365,127
GCA_004803975,101
GCA_004566785,92
GCA_005384265,52
GCA_005383345,140
GCA_005382525,84
GCA_005393605,4
GCA_004284395,133
GCA_005382345,113
GCA_004116595,1
GCA_005046855,169
GCA_005392505,165
GCA_004336925,70
GCA_005045795,81
GCA_005383665,102
GCA_004380475,52
GCA_005221965,3
GCA_004100875,88
GCA_005392785,115
GCA_004567895,89
GCA_005394985,123
GCA_005388705,102
GCA_004301465,6
GCA_005221605,3
GCA_005390065,103
GCA_005043025,120
GCA_004101045,81
GCA_004959995,111
GCA_005391425,93
GCA_005390625,129
GCA_005396025,87
GCA_004116935,8
GCA_004567495,118
GCA_005045045,101
GCA_005044445,172
GCA_005389365,138
GCA_004380435,131
GCA_005387385,189
GCA_004960505,114
GCA_005042135,143
GCA_005396505,100
GCA_005045575,192
GCA_004567675,119
GCA_005045645,81
GCA_005391345,142
GCA_003966775,2
GCA_005394765,151
GCA_005386445,133
GCA_005388025,140
GCA_004283695,121
GCA_005392765,177
GCA_005390045,114
GCA_005390085,129
GCA_005391845,166
GCA_005394805,135
GCA_005393785,88
GCA_005388545,94
GCA_004960235,83
GCA_005393325,99
GCA_005384285,118
GCA_004380765,171
GCA_004380705,72
GCA_005044605,72
GCA_005390505,152
GCA_004101085,152
GCA_004283395,75
GCA_005395505,156
GCA_005396405,138
GCA_004380145,141
GCA_005383585,71
GCA_005040615,164
GCA_005222345,2
GCA_005043965,133
GCA_005392605,199
GCA_004570035,91
GCA_004358985,1
GCA_004804005,105
GCA_005390485,263
GCA_005042275,84
GCA_005039315,117
GCA_005043625,143
GCA_005394085,147
GCA_005395385,142
GCA_005391505,62
GCA_005384365,73
GCA_005387165,96
GCA_005394425,136
GCA_005038595,92
GCA_005393415,116
GCA_005389605,9
GCA_004961055,83
GCA_005390325,117
GCA_005221945,3
GCA_005040705,141
GCA_005390765,77
GCA_004564035,1
GCA_005388465,143
GCA_004100845,342
GCA_005043235,115
GCA_005394585,184
GCA_005043775,131
GCA_005385665,99
GCA_005386545,85
GCA_005382505,84
GCA_004380725,56
GCA_005045285,138
GCA_005390565,100
GCA_005390145,118
GCA_005396425,86
GCA_004100755,156
GCA_005042855,139
GCA_005385805,53
GCA_005384005,163
GCA_005044135,159
GCA_005222025,3
GCA_005037805,1
GCA_005388265,106
GCA_005388625,121
GCA_005040845,162
GCA_005382425,71
GCA_003856695,5
GCA_004380775,70
GCA_004100965,70
GCA_005382625,85
GCA_004803995,147
GCA_005386465,118
GCA_004960805,107
GCA_003999855,4
GCA_005391825,105
GCA_003956425,4
GCA_004378185,140
GCA_005383465,156
GCA_005386045,41
GCA_003885965,88
GCA_004567275,80
GCA_005396245,85
GCA_005041805,81
GCA_004960425,92
GCA_005221625,3
GCA_005395605,85
GCA_005043555,62
GCA_004101205,98
GCA_005390545,192
GCA_005393145,109
GCA_005039305,178
GCA_004567755,116
GCA_005041765,95
GCA_005221685,3
GCA_004566415,104
GCA_004283475,158
GCA_005393505,129
GCA_005393105,80
GCA_003999775,1
GCA_005388225,98
GCA_004135165,7
GCA_005382245,94
GCA_005387815,152
GCA_004380545,94
GCA_004380515,66
GCA_004771135,4
GCA_005389985,95
GCA_005041455,130
GCA_005041855,78
GCA_005038055,77
GCA_004282295,135
GCA_005391805,160
GCA_004171705,100
GCA_003956445,5
GCA_004566795,101
GCA_004336965,68
GCA_005395925,108
GCA_005391765,118
GCA_005392995,102
GCA_005381625,90
GCA_005042875,90
GCA_004380795,188
GCA_004960965,101
GCA_005390885,119
GCA_005386345,91
GCA_005221865,3
GCA_005041605,77
GCA_005388385,127
GCA_004283275,110
GCA_005389945,115
GCA_005042035,88
GCA_003856675,6
GCA_004118895,3
GCA_005222065,3
GCA_005381665,71
GCA_005037985,179
GCA_005396465,135
GCA_004960915,143
GCA_005045015,203
GCA_005382985,57
GCA_005042505,192
GCA_004960695,148
GCA_005042395,82
GCA_004568145,60
GCA_004294555,115
GCA_005037735,3
GCA_005395245,141
GCA_005039985,197
GCA_005385965,46
GCA_005387735,98
GCA_005045505,205
GCA_005040755,140
GCA_005041595,155
GCA_005391285,3
GCA_004100605,101
GCA_005042965,193
GCA_005043955,133
GCA_005391125,160
GCA_003956265,5
GCA_004100775,89
GCA_005040325,125
GCA_004284435,137
GCA_005044215,83
GCA_004282435,108
GCA_004567585,107
GCA_005043725,106
GCA_004115955,90
GCA_003956485,4
GCA_005390105,80
GCA_004566455,118
GCA_005384485,48
GCA_005387405,95
GCA_004804205,1
GCA_005383685,90
GCA_004100925,45
GCA_005044825,166
GCA_004960775,138
GCA_005043695,137
GCA_005384685,80
GCA_005382125,69
GCA_005042485,124
GCA_005385185,439
GCA_005382545,68
GCA_005395965,86
GCA_004100635,90
GCA_005382145,41
GCA_004283795,49
GCA_005393305,75
GCA_005044935,215
GCA_005382655,72
GCA_005041175,125
GCA_005386145,64
GCA_004567605,123
GCA_004284535,52
GCA_004100655,73
GCA_004010575,3
GCA_005039795,61
GCA_005039275,69
GCA_004380165,98
GCA_005383765,99
GCA_005394465,239
GCA_004100955,158
GCA_005038135,82
GCA_004135125,4
GCA_005389305,119
GCA_004567225,93
GCA_005383985,121
GCA_005041565,104
GCA_005042685,75
GCA_004771235,5
GCA_005221585,4
GCA_005042715,84
GCA_003939265,138
GCA_005391245,56
GCA_004960645,124
GCA_005384585,59
GCA_004567615,75
GCA_005382885,112
GCA_005039405,113
GCA_004284135,103
GCA_004924275,7
GCA_005382305,90
GCA_004567265,96
GCA_005221565,2
GCA_004284045,98
GCA_005384425,30
GCA_005043335,147
GCA_005044195,189
GCA_004327815,76
GCA_005042575,119
GCA_005392265,134
GCA_005041705,83
GCA_005382185,72
GCA_005046415,133
GCA_003956365,2
GCA_005042475,120
GCA_005396825,302
GCA_005045145,70
GCA_005042385,91
GCA_005386885,111
GCA_005040555,157
GCA_003956465,4
GCA_004282575,129
GCA_005039325,168
GCA_004567145,120
GCA_003956185,3
GCA_005396545,100
GCA_005391965,274
GCA_005391625,134
GCA_005381725,51
GCA_005387545,65
GCA_005046735,221
GCA_004100625,77
GCA_004354885,159
GCA_005046485,150
GCA_003925895,3
GCA_005221725,3
GCA_005222045,3
GCA_004284075,71
GCA_005043895,70
GCA_005388585,94
GCA_005043185,49
GCA_005042225,95
GCA_005040535,93
GCA_004567535,90
GCA_005382225,70
GCA_004380155,90
GCA_004380615,116
GCA_005045035,97
GCA_005391145,91
GCA_005388005,78
GCA_005392325,68
GCA_005391725,65
GCA_005394365,100
GCA_005390205,110
GCA_005395545,121
GCA_003859215,101
GCA_005391385,70
GCA_005221505,4
GCA_005222285,2
GCA_005045445,239
GCA_005391265,114
GCA_004960315,115
GCA_005043515,145
GCA_004960715,119
GCA_005384645,72
GCA_004282545,76
GCA_005044005,133
GCA_005396065,171
GCA_004120965,35
GCA_005384385,70
GCA_005041275,145
GCA_005390525,93
GCA_003937655,167
GCA_004100535,64
GCA_005045975,162
GCA_005041165,120
GCA_005041375,122
GCA_004121025,164
GCA_005385605,109
GCA_005395125,148
GCA_004024375,159
GCA_005045025,115
GCA_005043215,70
GCA_005395945,184
GCA_005037845,3
GCA_005392445,91
GCA_004135815,5
GCA_005042995,83
GCA_005044645,105
GCA_005040645,83
GCA_004568225,66
GCA_005041265,159
GCA_005385645,83
GCA_005382865,84
GCA_005396385,144
GCA_005040435,127
GCA_005221925,3
GCA_005386245,113
GCA_004283375,66
GCA_005045415,108
GCA_005383205,142
GCA_004960625,77
GCA_005388765,91
GCA_004332225,75
GCA_004380405,119
GCA_005390805,105
GCA_005392525,165
GCA_004566775,115
GCA_004804185,2
GCA_005041255,128
GCA_004283315,74
GCA_004138645,1
GCA_005393385,141
GCA_005387085,112
GCA_004116795,6
GCA_005396445,153
GCA_003970875,50
GCA_005387345,146
GCA_005392105,153
GCA_004101155,77
GCA_005041935,80
GCA_005040855,155
GCA_005041155,129
GCA_004171615,174
GCA_005042795,180
GCA_003956245,2
GCA_005392725,172
GCA_005044715,105
GCA_003885125,74
GCA_005042825,161
GCA_005041505,100
GCA_005392365,125
GCA_004960525,149
GCA_005044015,167
GCA_005395285,111
GCA_005043055,58
GCA_005391305,190
GCA_005046765,120
GCA_005045625,201
GCA_004803985,59
GCA_005396145,79
GCA_004960415,90
GCA_005394885,87
GCA_004101145,119
GCA_005392685,235
GCA_005040415,159
GCA_004103935,86
GCA_005392305,101
GCA_004118915,2
GCA_005044655,81
GCA_004564175,3
GCA_005393285,57
GCA_005038955,83
GCA_004284545,138
GCA_005383605,115
GCA_004137365,12
GCA_003945485,1
GCA_004566465,89
GCA_005381605,76
GCA_005044435,143
GCA_005041775,77
GCA_005383645,142
GCA_005222445,3
GCA_004801825,96
GCA_004283435,77
GCA_005386225,145
GCA_005041365,86
GCA_005389065,134
GCA_005393705,164
GCA_005394065,95
GCA_003966425,6
GCA_005393985,72
GCA_004100425,79
GCA_004566555,156
GCA_005041095,62
GCA_005387105,99
GCA_004284515,83
GCA_004566665,135
GCA_005396305,117
GCA_004282325,57
GCA_004380235,144
GCA_005391685,172
GCA_005393725,171
GCA_005041545,76
GCA_005044565,77
GCA_005384245,85
GCA_005040335,98
GCA_004100835,110
GCA_004284465,50
GCA_005390005,139
GCA_004022505,1
GCA_005045935,122
GCA_004793235,165
GCA_005042145,85
GCA_005392885,191
GCA_005390445,100
GCA_003859055,124
GCA_004960635,87
GCA_003956165,3
GCA_005221705,3
GCA_004358965,1
GCA_004193155,5
GCA_005382805,107
GCA_005381525,50
GCA_004380315,142
GCA_004404085,62
GCA_005390665,153
GCA_005392955,263
GCA_005395565,120
GCA_005383265,116
GCA_005394785,194
GCA_004282785,75
GCA_005037775,2
GCA_005041965,102
GCA_005385505,109
GCA_005222425,3
GCA_005390405,121
GCA_005392625,120
GCA_005390645,117
GCA_005042755,118
GCA_004380525,113
GCA_005385685,84
GCA_004135915,7
GCA_004567725,111
GCA_005383785,85
GCA_005391445,84
GCA_005388165,135
GCA_005383285,132
GCA_004116815,5
GCA_004010635,2
GCA_005386985,89
GCA_004569995,65
GCA_005395005,126
GCA_005041835,80
GCA_005384405,71
GCA_005382735,67
GCA_005043105,179
GCA_005043305,67
GCA_005389665,190
GCA_005382105,147
GCA_005391705,107
GCA_005042675,75
GCA_004792495,2
GCA_005387045,134
GCA_004960895,72
GCA_004959985,134
GCA_005393745,101
GCA_005042655,90
GCA_005384545,52
GCA_005043245,186
GCA_005043345,135
GCA_005381505,104
GCA_005041695,108
GCA_004010595,2
GCA_004101025,402
GCA_005394745,210
GCA_005222005,2
GCA_005043365,135
GCA_005038625,74
GCA_004010615,3
GCA_005042205,149
GCA_004284005,85
GCA_005388325,119
GCA_005392565,152
GCA_005042305,85
GCA_005382845,102
GCA_005384565,56
GCA_004283405,153
GCA_005388405,106
GCA_005387125,94
GCA_004010695,2
GCA_005043135,64
GCA_005393525,92
GCA_005043925,243
GCA_005389765,213
GCA_005393185,102
GCA_004567805,69
GCA_004282465,77
GCA_005391225,52
GCA_005044225,161
GCA_004960575,93
GCA_004010675,2
GCA_004116895,14
GCA_004283865,87
GCA_004100495,186
GCA_005393665,155
GCA_005040635,53
GCA_004282675,138
GCA_005388285,51
GCA_005392125,79
GCA_005391205,159
GCA_005222365,2
GCA_004801835,101
GCA_005381425,103
GCA_005393035,205
GCA_004567375,66
GCA_005233855,103
GCA_004120975,156
GCA_005221765,2
GCA_003966445,6
GCA_005040155,182
GCA_005221645,3
GCA_004100705,34
GCA_005393685,108
GCA_005387245,145
GCA_005042585,112
GCA_005386965,161
GCA_005396345,130
GCA_005044725,184
GCA_004358405,2
GCA_005386785,129
GCA_004569045,62
GCA_004960495,104
GCA_004010655,2
GCA_005387205,84
GCA_005390345,156
GCA_005382765,105
GCA_005222385,3
GCA_005385845,151
GCA_005386945,111
GCA_005042055,82
GCA_004282525,103
GCA_005037725,4
GCA_005390685,150
GCA_005386065,72
GCA_005394725,150
GCA_005391785,69
GCA_005043705,141
GCA_005221545,2
GCA_005382465,84
GCA_005385825,54
GCA_005393845,126
GCA_005038395,102
GCA_005392745,227
GCA_005393085,112
GCA_003956345,5
GCA_005391325,136
GCA_005040345,117
GCA_005396105,86
GCA_003966465,5
GCA_004566895,90
GCA_005386085,118
GCA_005040215,139
GCA_005390165,121
GCA_005393165,55
GCA_005041295,159
GCA_005038555,74
GCA_004960515,149
GCA_005392805,305
GCA_005393645,130
GCA_005387795,128
GCA_005042365,85
GCA_005396885,167
GCA_004405205,5
GCA_004101175,104
GCA_005171095,6
GCA_005042375,83
GCA_004380445,41
GCA_005044405,157
GCA_005044375,214
GCA_005385925,100
GCA_005384345,45
GCA_005222265,3
GCA_005382785,77
GCA_005040955,146
GCA_004566875,134
GCA_004568895,67
GCA_005221825,3
GCA_005386425,109
GCA_003956305,3
GCA_004567255,98
GCA_005396865,128
GCA_004960745,105
GCA_005389425,128
GCA_005388045,98
GCA_005386405,110
GCA_005391185,127
GCA_004141955,9
GCA_005381405,95
GCA_005381445,90
GCA_004380655,132
GCA_005391745,138
GCA_005389325,109
GCA_005043285,101
GCA_005040965,136
GCA_004328685,5
GCA_004282775,165
GCA_005385905,113
GCA_004759025,2
GCA_005386485,84
GCA_005041675,128
GCA_004358365,3
GCA_005045225,237
GCA_005393825,109
GCA_005385765,87
GCA_004116855,1
GCA_005387325,47
GCA_005396005,93
GCA_004100415,152
GCA_005382085,124
GCA_005041445,132
GCA_005391365,80
GCA_005043425,144
GCA_005045745,134
GCA_005391465,93
GCA_005392205,244
GCA_004380285,128
