Genome,Contig_number
GCA_000780135,105
GCA_000778785,63
GCA_002243985,8
GCA_001938625,6
GCA_001285725,204
GCA_002087455,17
GCA_000779815,116
GCA_000782735,99
GCA_001894125,142
GCA_002222535,1
GCA_001057385,185
GCA_000779955,86
GCA_001281845,183
GCA_000780475,127
GCA_001615625,182
GCA_002223545,178
GCA_000780175,97
GCA_000780195,61
GCA_000780235,83
GCA_001310005,179
GCA_001575945,96
GCA_001571565,54
GCA_000779995,86
GCA_002166185,186
GCA_002152145,7
GCA_002156845,3
GCA_000781195,58
GCA_002144065,129
GCA_002116715,3
GCA_002192275,4
GCA_002244925,7
GCA_001309835,181
GCA_002078295,1
GCA_001030245,11
GCA_001644725,2
GCA_001902675,3
GCA_001262855,138
GCA_001616615,69
GCA_000779655,110
GCA_000782295,106
GCA_000782375,105
GCA_000988465,1
GCA_002307655,149
GCA_001891525,124
GCA_002166505,165
GCA_001890345,2
GCA_002207085,71
GCA_001891555,119
GCA_001309985,194
GCA_002244735,106
GCA_001618345,2
GCA_001268245,172
GCA_001575355,86
GCA_001051135,1
GCA_001901445,4
GCA_000781935,95
GCA_002207125,86
GCA_001616905,90
GCA_001615705,65
GCA_002244125,8
GCA_002244155,13
GCA_001284485,167
GCA_001890265,2
GCA_001576075,139
GCA_002165095,13
GCA_001886535,6
GCA_001032735,13
GCA_001309715,200
GCA_001283865,88
GCA_001544635,1
GCA_000780075,98
GCA_001892435,283
GCA_002442015,89
GCA_001558995,2
GCA_001057065,164
GCA_000782415,140
GCA_001571665,65
GCA_000780615,94
GCA_001285685,150
GCA_001677855,158
GCA_001566675,2
GCA_000781385,99
GCA_000779775,110
GCA_002166715,115
GCA_002244615,12
GCA_001575865,93
GCA_001571675,41
GCA_001276585,1
GCA_001865905,6
GCA_000780395,87
GCA_000782435,155
GCA_000779005,90
GCA_001900515,2
GCA_000813165,3
GCA_001563415,204
GCA_001607355,96
GCA_001575475,117
GCA_001286345,91
GCA_001677615,114
GCA_001566335,1
GCA_001182805,63
GCA_000779615,120
GCA_002244115,19
GCA_002057355,1
GCA_001890285,2
GCA_001309465,280
GCA_001280405,2
GCA_001890225,2
GCA_001012085,57
GCA_002245075,24
GCA_002165005,122
GCA_001607685,143
GCA_002243825,4
GCA_001999185,1
GCA_001608165,150
GCA_000780555,137
GCA_001575715,97
GCA_001890305,2
GCA_001285705,138
GCA_002109945,74
GCA_002243735,18
GCA_000782355,163
GCA_001575535,110
GCA_002012045,6
GCA_002011945,9
GCA_000780095,73
GCA_001894585,189
GCA_002144055,133
GCA_001894645,102
GCA_001893395,129
GCA_000779875,62
GCA_002163655,1
GCA_001039205,33
GCA_001677495,2
GCA_002244235,17
GCA_001893605,116
GCA_001601605,93
GCA_001577325,3
GCA_001029125,7
GCA_001742485,129
GCA_001865295,2
GCA_000780995,84
GCA_001309595,98
GCA_001901405,2
GCA_001910475,186
GCA_000800765,1
GCA_002442005,79
GCA_000782815,128
GCA_001562835,142
GCA_001892835,127
GCA_001617195,60
GCA_002109775,56
GCA_000780435,159
GCA_001283265,176
GCA_000782655,100
GCA_001575515,117
GCA_001281905,230
GCA_001753485,2
GCA_000780755,62
GCA_000806255,142
GCA_002206765,148
GCA_002087785,3
GCA_002310575,2
GCA_002317775,67
GCA_001957215,76
GCA_001593565,6
GCA_001269065,86
GCA_000781805,99
GCA_002153015,20
GCA_002317705,118
GCA_001078015,110
GCA_001309905,185
GCA_001284945,134
GCA_002087505,9
GCA_001284625,114
GCA_001970105,70
GCA_001742575,119
GCA_002166645,158
GCA_000781895,134
GCA_001020945,1
GCA_001609335,174
GCA_001284105,134
GCA_001575625,103
GCA_001609255,118
GCA_001606705,105
GCA_000781755,82
GCA_001865185,51
GCA_000953515,1
GCA_001900435,1
GCA_001559615,1
GCA_000779675,74
GCA_001616785,102
GCA_002024905,17
GCA_000974535,1
GCA_001283245,121
GCA_000974575,1
GCA_002243905,5
GCA_000981485,1
GCA_001030545,9
GCA_001677645,116
GCA_001284225,175
GCA_000779545,141
GCA_001608285,109
GCA_001576545,143
GCA_001953095,4
GCA_001509675,183
GCA_001612495,2
GCA_001442595,80
GCA_001576395,97
GCA_001651725,139
GCA_001283905,108
GCA_001651695,135
GCA_001753465,2
GCA_001571725,63
GCA_002007705,1
GCA_001677875,145
GCA_001678965,2
GCA_001566635,4
GCA_000782675,139
GCA_002270165,111
GCA_001618365,3
GCA_001607755,136
GCA_001509745,206
GCA_001285185,74
GCA_002244515,9
GCA_001614725,57
GCA_001062415,200
GCA_002206965,162
GCA_001485455,8
GCA_002152025,13
GCA_002244295,14
GCA_000974825,1
GCA_000781295,65
GCA_002166285,209
GCA_002012065,3
GCA_001559655,2
GCA_002152015,21
GCA_001281725,181
GCA_001576435,118
GCA_001077865,51
GCA_002164985,130
GCA_001030305,12
GCA_001509715,216
GCA_001615695,84
GCA_000782175,96
GCA_001280325,4
GCA_000782615,76
GCA_001607435,85
GCA_000778585,117
GCA_001606855,75
GCA_001742625,97
GCA_002109645,15
GCA_001606465,62
GCA_000780335,106
GCA_000778935,79
GCA_001607225,156
GCA_001615785,116
GCA_001907935,70
GCA_000781095,125
GCA_001286665,79
GCA_001286645,167
GCA_001309645,191
GCA_002310635,2
GCA_002164595,5
GCA_000781435,50
GCA_001563385,197
GCA_001677565,117
GCA_001607365,94
GCA_002090355,1
GCA_000978845,2
GCA_001413605,240
GCA_001890365,3
GCA_001575305,87
GCA_002166685,256
GCA_001562345,99
GCA_001997065,99
GCA_000779835,85
GCA_002286455,224
GCA_001575595,76
GCA_002246495,68
GCA_002166235,161
GCA_001056025,227
GCA_001990865,178
GCA_002087695,6
GCA_001894075,143
GCA_001677705,143
GCA_001614695,55
GCA_002058765,1
GCA_002245165,11
GCA_001860505,1
GCA_001900375,1
GCA_001650295,1
GCA_002243815,11
GCA_002110025,52
GCA_001742555,117
GCA_000965555,206
GCA_002109815,51
GCA_000781075,54
GCA_002109725,28
GCA_001606835,63
GCA_000779025,122
GCA_001606385,188
GCA_002317755,137
GCA_001753505,2
GCA_001571575,89
GCA_001575855,66
GCA_001615675,72
GCA_002310715,3
GCA_001612475,2
GCA_000780775,88
GCA_002244845,26
GCA_001285545,133
GCA_001262785,137
GCA_001277775,128
GCA_001742665,109
GCA_001660585,3
GCA_001970075,137
GCA_002244385,19
GCA_002109745,36
GCA_001030515,10
GCA_001030635,13
GCA_001607445,162
GCA_001894635,85
GCA_001307215,3
GCA_001721225,4
GCA_002244545,13
GCA_002027685,176
GCA_002166465,176
GCA_002109575,57
GCA_000781515,108
GCA_001608205,157
GCA_002244995,23
GCA_001043215,2
GCA_001039415,1
GCA_002244965,18
GCA_002244245,8
GCA_002055605,1
GCA_002207145,71
GCA_000782335,165
GCA_001606985,244
GCA_001607095,247
GCA_001309965,182
GCA_001615915,96
GCA_000829985,4
GCA_001651715,199
GCA_001030445,18
GCA_001030355,12
GCA_001723505,1
GCA_002166035,231
GCA_000780845,66
GCA_002012265,4
GCA_002243895,18
GCA_001285965,194
GCA_001563715,19
GCA_002223565,162
GCA_001283205,225
GCA_002244665,10
GCA_000780255,97
GCA_001509655,204
GCA_000782555,83
GCA_001901085,5
GCA_002234555,1
GCA_002317655,115
GCA_001039225,29
GCA_001901545,8
GCA_002109925,36
GCA_001284245,89
GCA_001901025,3
GCA_002244375,22
GCA_001575775,131
GCA_001283385,225
GCA_000978815,3
GCA_000779055,26
GCA_000781875,122
GCA_000778765,91
GCA_000833145,1
GCA_002208865,3
GCA_001309825,221
GCA_001932515,1
GCA_000782195,113
GCA_000800215,1
GCA_000806245,137
GCA_000952955,1
GCA_002165995,266
GCA_001606355,170
GCA_001281915,209
GCA_001280385,2
GCA_002245175,11
GCA_002087575,11
GCA_001509665,210
GCA_000780295,172
GCA_001030595,11
GCA_001030665,7
GCA_001285005,130
GCA_001616655,80
GCA_002157245,2
GCA_000781455,44
GCA_002012025,5
GCA_002207405,200
GCA_002092895,149
GCA_000965665,306
GCA_001575375,108
GCA_001892935,206
GCA_002110265,80
GCA_001693635,6
GCA_001891375,289
GCA_002310615,2
GCA_001900795,4
GCA_001885555,111
GCA_002144095,124
GCA_000782535,86
GCA_002245005,16
GCA_000780115,92
GCA_001513635,3
GCA_002269325,3
GCA_001571845,223
GCA_000781555,65
GCA_001021615,1
GCA_001900635,3
GCA_001742545,162
GCA_000816865,61
GCA_001865195,42
GCA_001970095,73
GCA_002244655,12
GCA_001607765,70
GCA_001007915,3
GCA_001607255,231
GCA_001571755,74
GCA_001886935,1
GCA_001683575,89
GCA_001900815,2
GCA_002110275,40
GCA_001309735,165
GCA_000819645,4
GCA_001286625,223
GCA_002110005,50
GCA_001309815,210
GCA_000801165,2
GCA_001297985,180
GCA_002110145,47
GCA_002196035,113
GCA_001900615,3
GCA_001653555,110
GCA_002244475,13
GCA_001606625,161
GCA_002220215,1
GCA_002207365,107
GCA_001678925,1
GCA_000782015,94
GCA_001571745,61
GCA_000780215,108
GCA_001309675,158
GCA_001183645,1
GCA_001652805,62
GCA_001056845,57
GCA_001282035,203
GCA_002180215,3
GCA_002244815,4
GCA_002087565,10
GCA_000971615,2
GCA_002166625,149
GCA_001608235,75
GCA_001309805,213
GCA_001575995,94
GCA_001900945,1
GCA_002164955,171
GCA_002244785,12
GCA_001575285,131
GCA_001277655,188
GCA_001575455,68
GCA_001285645,84
GCA_002244045,13
GCA_001286705,282
GCA_001575465,70
GCA_000782275,97
GCA_001575675,133
GCA_001576305,70
GCA_001562335,89
GCA_002243975,19
GCA_001309775,185
GCA_001608105,171
GCA_001900715,5
GCA_002163695,1
GCA_002441995,89
GCA_000781045,101
GCA_002087635,7
GCA_002164935,75
GCA_000780655,76
GCA_000778965,96
GCA_001735705,2
GCA_001575385,69
GCA_001576495,73
GCA_002024865,1
GCA_001575555,80
GCA_001039155,34
GCA_002244355,3
GCA_002244065,29
GCA_001816315,133
GCA_001901365,4
GCA_002027645,174
GCA_001865895,4
GCA_001282065,252
GCA_001030625,16
GCA_001281685,186
GCA_001609855,260
GCA_001059155,146
GCA_001542545,1
GCA_001513615,2
GCA_001054175,115
GCA_000782035,53
GCA_002180195,2
GCA_002109805,100
GCA_002087615,14
GCA_001576385,53
GCA_001442495,1
GCA_002166705,247
GCA_002317635,106
GCA_001607675,207
GCA_000781035,71
GCA_000782695,80
GCA_001900675,3
GCA_001285925,196
GCA_001039135,39
GCA_001571645,90
GCA_001012015,216
GCA_001651625,173
GCA_000988355,1
GCA_002144165,215
GCA_001285225,179
GCA_000782475,101
GCA_001576175,95
GCA_000779745,114
GCA_001615805,109
GCA_001285625,110
GCA_002302315,3
GCA_001616055,94
GCA_000974505,1
GCA_001683585,57
GCA_001608015,287
GCA_002110115,81
GCA_000974865,1
GCA_000778745,99
GCA_001893165,152
GCA_001609265,94
GCA_000782495,67
GCA_001606475,84
GCA_000779125,131
GCA_002286535,205
GCA_001891295,162
GCA_001677535,126
GCA_000781835,86
GCA_000780795,101
GCA_001402805,91
GCA_002109965,29
GCA_001562375,98
GCA_000782235,33
GCA_002087535,23
GCA_002290225,1
GCA_001575885,64
GCA_000782775,106
GCA_001750845,5
GCA_001515725,1
GCA_001030435,15
GCA_002310595,3
GCA_001616895,106
GCA_000780275,74
GCA_000974465,1
GCA_002144105,132
GCA_002223965,69
GCA_002152075,8
GCA_002087985,63
GCA_001308125,1
GCA_002310675,6
GCA_000780925,109
GCA_002249955,2
GCA_001683595,48
GCA_002244425,8
GCA_002206745,76
GCA_000782215,36
GCA_002152215,6
GCA_001309685,218
GCA_002012205,4
GCA_002244415,36
GCA_001191315,131
GCA_001878695,1
GCA_001281775,188
GCA_000779265,118
GCA_001614645,68
GCA_001900355,1
GCA_002244035,4
GCA_002302335,4
GCA_002011965,5
GCA_001559635,1
GCA_001900535,3
GCA_001677635,116
GCA_001283345,60
GCA_001900455,1
GCA_000779475,81
GCA_002244575,7
GCA_001575755,51
GCA_001469815,2
GCA_002442095,82
GCA_002012105,4
GCA_001901125,6
GCA_000782635,107
GCA_000780735,72
GCA_002087735,9
GCA_000780815,92
GCA_002289425,129
GCA_002104225,87
GCA_001284425,122
GCA_002223415,125
GCA_001865975,101
GCA_001608265,194
GCA_000780595,103
GCA_001285325,215
GCA_001607715,166
GCA_002286515,219
GCA_002223855,72
GCA_002078275,1
GCA_001455405,1
GCA_000780015,85
GCA_001509735,197
GCA_002166095,223
GCA_001262905,109
GCA_000781175,102
GCA_000780965,151
GCA_002222945,102
GCA_002110045,36
GCA_000806275,99
GCA_001030555,14
GCA_001052125,154
GCA_002012145,3
GCA_002310695,5
GCA_000827105,1
GCA_001284825,181
GCA_002087945,80
GCA_001892485,528
GCA_001886555,6
GCA_002223735,115
GCA_001576035,73
GCA_002110105,51
GCA_000779915,76
GCA_001607015,254
GCA_001283165,89
GCA_000965705,237
GCA_000806195,177
GCA_001575785,142
GCA_002180055,3
GCA_001563395,136
GCA_001881595,111
GCA_002057245,1
GCA_001052705,126
GCA_001056665,193
GCA_002154035,160
GCA_002207185,99
GCA_001562765,86
GCA_001281985,202
GCA_002166275,192
GCA_000931565,7
GCA_001900575,3
GCA_002166345,145
GCA_001284145,137
GCA_002244335,5
GCA_002223475,112
GCA_001575795,79
GCA_000968515,10
GCA_002220265,3
GCA_000780915,40
GCA_000782515,95
GCA_002244595,11
GCA_001893845,109
GCA_001640145,97
GCA_001285305,140
GCA_002109615,90
GCA_001284165,128
GCA_002153005,19
GCA_001806265,2
GCA_001606815,252
GCA_001816295,131
GCA_001721125,1
GCA_001575705,69
GCA_001576505,79
GCA_001894325,124
GCA_002224025,139
GCA_001576135,64
GCA_001284345,177
GCA_000965655,222
GCA_001057125,250
GCA_002243745,6
GCA_001900925,1
GCA_002222905,101
GCA_001614775,77
GCA_002207465,237
GCA_002317645,121
GCA_000781335,88
GCA_002118095,1
GCA_001550005,169
GCA_002270115,112
GCA_002251815,21
GCA_000780355,102
GCA_000779635,58
GCA_001576105,63
GCA_001816285,137
GCA_001705405,2
GCA_000806265,150
GCA_002012005,3
GCA_001421045,152
GCA_001283785,102
GCA_001286585,122
GCA_001039145,27
GCA_001616015,120
GCA_001651925,2
GCA_002244695,5
GCA_000781375,108
GCA_001900595,3
GCA_000965625,120
GCA_001592545,1229
GCA_000781735,80
GCA_000778915,152
GCA_001286265,121
GCA_001616715,66
GCA_001806285,2
GCA_002110085,62
GCA_000781605,132
GCA_001285205,152
GCA_000780375,125
GCA_001616955,54
GCA_000779215,65
GCA_001575435,101
GCA_001297975,165
GCA_001056815,94
GCA_000965545,210
GCA_001909105,133
GCA_001675145,3
GCA_001283545,213
GCA_002290265,1
GCA_000780875,74
GCA_002207585,217
GCA_001894685,265
GCA_001277635,219
GCA_002223715,148
GCA_002193095,2
GCA_000781675,137
GCA_001742465,103
GCA_001742655,105
GCA_001281995,193
GCA_001308065,1
GCA_001645245,3
GCA_002244915,9
GCA_002244095,10
GCA_001753545,2
GCA_000779255,85
GCA_001890245,2
GCA_001575915,64
GCA_002012245,5
GCA_001901315,2
GCA_000974885,1
GCA_001030325,17
GCA_002012085,8
GCA_001281925,204
GCA_000780575,141
GCA_002166125,196
GCA_001284985,108
GCA_002244315,3
GCA_001651635,71
GCA_002244945,16
GCA_001559675,2
GCA_001021595,1
GCA_000778705,110
GCA_001286125,82
GCA_001601655,101
GCA_000782135,97
GCA_001607075,216
GCA_002442025,109
GCA_001286045,225
GCA_002277075,65
GCA_001900475,1
GCA_001285605,183
GCA_002166135,167
GCA_000781215,66
GCA_002110165,44
GCA_001575295,97
GCA_002237305,1
GCA_001893465,98
GCA_002109765,58
GCA_000781635,143
GCA_001263065,102
GCA_001893685,161
GCA_001021005,1
GCA_002166455,155
GCA_001894715,152
GCA_001865925,53
GCA_001191525,172
GCA_001281965,210
GCA_001030675,9
GCA_002109685,35
GCA_000779175,88
GCA_001021635,4
GCA_001997405,254
GCA_002165925,206
GCA_002317725,108
GCA_000778955,83
GCA_001663075,1
GCA_001053065,94
GCA_001939185,6
GCA_002079225,1
GCA_001281855,201
GCA_001990935,219
GCA_002243845,7
GCA_001901465,1
GCA_000801205,1
GCA_001900315,1
GCA_001030405,2
GCA_001285365,111
GCA_001077935,48
GCA_002007165,121
GCA_000781355,86
GCA_000778895,102
GCA_001682305,1
GCA_002247995,14
GCA_001891795,185
GCA_000833635,1
GCA_001012505,174
GCA_001644745,2
GCA_001576095,117
GCA_001901425,2
GCA_001900695,2
GCA_002164865,8
GCA_001576155,83
GCA_002152065,12
GCA_002163295,19
GCA_001616515,51
GCA_000781485,163
GCA_001891945,242
GCA_001284645,95
GCA_001592505,1159
GCA_002027605,169
GCA_000782095,107
GCA_001894625,210
GCA_000780315,43
GCA_001308165,1
GCA_001030485,5
GCA_001283625,81
GCA_001277475,168
GCA_001285985,205
GCA_002223555,98
GCA_001901045,3
GCA_001286485,44
GCA_001677555,151
GCA_001309895,205
GCA_002080495,13
GCA_002110185,26
GCA_000780155,76
GCA_002237325,1
GCA_002206925,110
GCA_001990965,291
GCA_001606445,170
GCA_001607455,214
GCA_001575395,94
GCA_001420935,3
GCA_001575635,99
GCA_001606915,132
GCA_002152225,11
GCA_000781315,70
GCA_000782755,118
GCA_001890205,2
GCA_000812645,125
GCA_002244165,6
GCA_001575545,129
GCA_002245015,16
GCA_001058935,106
GCA_001651965,3
GCA_001283685,104
GCA_002207385,201
GCA_002152255,6
GCA_001900395,1
GCA_002244835,6
GCA_002244275,8
GCA_000779695,99
GCA_001608155,158
GCA_001893705,157
GCA_001607295,85
GCA_001571595,108
GCA_001283985,74
GCA_002144185,220
GCA_000782395,160
GCA_001282025,285
GCA_001900965,1
GCA_000779075,118
GCA_002206825,158
GCA_001677725,135
GCA_001606615,120
GCA_001285085,111
GCA_001055685,211
GCA_001606695,155
GCA_001030345,5
GCA_001894245,199
GCA_002207045,241
GCA_002163275,9
GCA_001064885,119
GCA_001886575,6
GCA_001886755,6
GCA_000779935,104
GCA_002164975,5
GCA_000779515,53
GCA_001012445,191
GCA_002207105,134
GCA_001994955,403
GCA_001693315,2
GCA_001893775,116
GCA_002243915,14
GCA_000779295,58
GCA_001183665,1
GCA_001606725,203
GCA_002244195,8
GCA_001063395,127
GCA_002243835,15
GCA_000781575,61
GCA_001183685,1
GCA_002165955,219
GCA_001753445,2
GCA_001607205,278
GCA_002244775,15
