Genome,Contig_number
GCA_017164375,107
GCA_016889265,7
GCA_019269455,1
GCA_019281405,120
GCA_015571815,6
GCA_017306995,208
GCA_015571755,5
GCA_016761435,160
GCA_016760665,138
GCA_014605875,2
GCA_014235705,124
GCA_014169615,5
GCA_014529185,135
GCA_018966785,1
GCA_016776165,1
GCA_014656605,2
GCA_013426075,5
GCA_018439915,177
GCA_017165395,5
GCA_013167295,3
GCA_014168935,2
GCA_013368395,286
GCA_018421615,127
GCA_019265505,1
GCA_017164835,3
GCA_013340825,7
GCA_019120815,140
GCA_019282215,155
GCA_014903075,10
GCA_016809895,110
GCA_017164435,71
GCA_016592875,1
GCA_018442805,127
GCA_019282655,115
GCA_017310055,8
GCA_018421215,133
GCA_016801475,1
GCA_013167495,3
GCA_013167715,3
GCA_013694285,6
GCA_013393825,3
GCA_019281875,91
GCA_013167275,2
GCA_018443365,184
GCA_018986795,5
GCA_016456555,110
GCA_016761185,122
GCA_016944675,7
GCA_013342925,1
GCA_013201235,8
GCA_016904055,3
GCA_014862455,163
GCA_014861165,240
GCA_016903935,8
GCA_013201525,2
GCA_015547695,81
GCA_018884305,3
GCA_017164595,91
GCA_017355105,1
GCA_018972225,4
GCA_017164445,129
GCA_016903335,2
GCA_013168175,2
GCA_017638985,6
GCA_017604265,1
GCA_018069725,1
GCA_016776145,1
GCA_014656625,2
GCA_014528005,122
GCA_016123385,95
GCA_016026335,3
GCA_016776005,1
GCA_013359115,178
GCA_013167195,2
GCA_016903615,2
GCA_013168195,2
GCA_018441165,135
GCA_018972205,2
GCA_016809905,161
GCA_013360035,104
GCA_018442345,154
GCA_018141145,3
GCA_014162235,1
GCA_016767775,4
GCA_018415995,6
GCA_016904395,2
GCA_016775885,1
GCA_014527585,102
GCA_014902135,8
GCA_014235695,106
GCA_016903595,4
GCA_019269415,1
GCA_015571855,7
GCA_013305705,1
GCA_018863175,119
GCA_016942595,6
GCA_016810115,111
GCA_014901615,11
GCA_016456465,120
GCA_014904145,4
GCA_019282235,149
GCA_015552285,142
GCA_014623185,2
GCA_015561295,174
GCA_018208315,3
GCA_016760895,106
GCA_019282355,146
GCA_018863095,91
GCA_014117345,3
GCA_017164755,2
GCA_014863725,1
GCA_016404165,12
GCA_014262945,1
GCA_014169015,5
GCA_017353385,243
GCA_019269315,1
GCA_017356165,528
GCA_013202035,196
GCA_019269435,1
GCA_014930875,1
GCA_018884425,5
GCA_017088445,10
GCA_019282305,133
GCA_015687395,99
GCA_017639125,4
GCA_019270175,1
GCA_013618615,355
GCA_019281995,109
GCA_017639045,5
GCA_016760915,109
GCA_013424245,101
GCA_013168095,4
GCA_013167535,2
GCA_016404485,8
GCA_013185575,215
GCA_013166895,2
GCA_014805805,3
GCA_019104605,127
GCA_015535015,1
GCA_015509005,6
GCA_016761215,118
GCA_017355065,1
GCA_014903035,13
GCA_017165415,2
GCA_018208275,3
GCA_013185325,49
GCA_013167415,3
GCA_019219605,159
GCA_013424505,195
GCA_017638965,3
GCA_017639025,5
GCA_017164815,3
GCA_014361285,6
GCA_016722745,75
GCA_013187515,139
GCA_014528275,158
GCA_017164195,77
GCA_014863785,1
GCA_014904435,4
GCA_016837685,174
GCA_015571735,3
GCA_019282695,105
GCA_016889185,2
GCA_013390265,3
GCA_013185425,100
GCA_013185385,78
GCA_016026235,2
GCA_018361365,7
GCA_016123555,228
GCA_017570645,5
GCA_014705965,5
GCA_016776065,1
GCA_017355125,1
GCA_016696665,6
GCA_013201505,2
GCA_013185485,215
GCA_017164405,46
GCA_016904695,1
GCA_013170685,92
GCA_018771585,4
GCA_017165335,3
GCA_017164315,105
GCA_013424305,147
GCA_014216915,1
GCA_014876415,37
GCA_017164855,2
GCA_016760355,18
GCA_015571555,6
GCA_016942475,9
GCA_019282015,163
GCA_013201255,5
GCA_013395955,241
GCA_017164955,2
GCA_013202015,219
GCA_014168775,6
GCA_017357545,2
GCA_014622985,2
GCA_018438645,157
GCA_017088405,4
GCA_014858085,143
GCA_019269595,1
GCA_018862355,76
GCA_016775865,1
GCA_019269375,1
GCA_016103225,269
GCA_017356215,265
GCA_014528045,122
GCA_013368385,134
GCA_018884405,4
GCA_013426095,5
GCA_015571655,6
GCA_014169475,6
GCA_017164875,2
GCA_017164475,118
GCA_015159915,118
GCA_017356665,3
GCA_016760465,11
GCA_016944635,4
GCA_014529095,129
GCA_017939505,126
GCA_018208335,3
GCA_013372325,5
GCA_016456605,133
GCA_019219545,160
GCA_016944755,3
GCA_017356205,300
GCA_015549785,85
GCA_013282275,4
GCA_017164535,53
GCA_016760455,12
GCA_016780415,1
GCA_014528235,164
GCA_013282355,5
GCA_019281395,113
GCA_016760575,72
GCA_019279965,190
GCA_017352035,2
GCA_014863765,1
GCA_018988345,3
GCA_013426115,5
GCA_018423055,183
GCA_019281635,144
GCA_014863625,1
GCA_014169115,8
GCA_014862765,325
GCA_014058445,7
GCA_016776225,1
GCA_018343835,1
GCA_014854575,3
GCA_018442225,160
GCA_017151145,188
GCA_014169575,6
GCA_016760735,100
GCA_015159965,63
GCA_013185345,100
GCA_017165235,3
GCA_014904135,3
GCA_016904075,2
GCA_014527695,161
GCA_013359045,88
GCA_014216675,1
GCA_017164655,63
GCA_016760755,106
GCA_013402895,4
GCA_019281365,99
GCA_013185705,121
GCA_013416625,40
GCA_015159975,182
GCA_014904235,3
GCA_013167595,2
GCA_017338715,1
GCA_016123375,97
GCA_019120895,155
GCA_016123475,88
GCA_013168235,3
GCA_017164215,109
GCA_016456525,107
GCA_013425145,110
GCA_016776085,1
GCA_018443025,181
GCA_017165255,3
GCA_014862835,171
GCA_016775985,1
GCA_018884525,5
GCA_016889845,7
GCA_019270115,1
GCA_016126995,4
GCA_013459015,1
GCA_019269255,1
GCA_014295255,2
GCA_015690265,139
GCA_016761385,112
GCA_017164095,71
GCA_014168595,3
GCA_016837805,209
GCA_017356345,330
GCA_013167395,2
GCA_014526415,127
GCA_013131485,103
GCA_015556565,123
GCA_013185535,202
GCA_017165295,3
GCA_016889085,2
GCA_017896185,1
GCA_019282475,100
GCA_015690365,157
GCA_013185625,199
GCA_019282425,119
GCA_015534955,1
GCA_015550245,59
GCA_018884485,5
GCA_015291785,2
GCA_013376895,1
GCA_018421695,259
GCA_018420915,156
GCA_016903855,10
GCA_019269795,1
GCA_015550665,92
GCA_013347985,2
GCA_016776285,1
GCA_016776125,1
GCA_014169455,4
GCA_014157395,1
GCA_014863645,1
GCA_014263375,1
GCA_013282335,8
GCA_013302985,106
GCA_017164355,69
GCA_018420775,166
GCA_016803935,2
GCA_019211745,2
GCA_019269995,1
GCA_014903715,15
GCA_016760815,125
GCA_016458885,3
GCA_014526475,84
GCA_016864175,3
GCA_014826015,6
GCA_015160175,265
GCA_013185545,193
GCA_014075595,4
GCA_015556485,32
GCA_016903915,11
GCA_013372425,3
GCA_018444375,136
GCA_013167175,3
GCA_014160155,1
GCA_014155245,63
GCA_019270135,1
GCA_014526385,92
GCA_014898635,3
GCA_017570605,9
GCA_013372385,2
GCA_013424325,93
GCA_013167355,3
GCA_013187405,87
GCA_016735835,936
GCA_014623225,4
GCA_019120975,159
GCA_013166935,1
GCA_013185455,214
GCA_017164485,171
GCA_017570625,11
GCA_019219555,169
GCA_019192625,1
GCA_014858525,1
GCA_015712415,140
GCA_019281565,103
GCA_016889685,4
GCA_017165355,3
GCA_013166995,1
GCA_016810155,112
GCA_014901755,9
GCA_016761135,82
GCA_014529255,140
GCA_013167135,2
GCA_013372305,5
GCA_016761455,199
GCA_016615365,149
GCA_018447475,148
GCA_017868515,3
GCA_016775825,1
GCA_015690285,168
GCA_013168215,2
GCA_016615195,138
GCA_013167055,2
GCA_013374335,2
GCA_018420635,254
GCA_017939365,111
GCA_014904315,2
GCA_014863485,269
GCA_014857845,149
GCA_014926075,118
GCA_013423565,67
GCA_017164995,2
GCA_014170735,2
GCA_013415505,154
GCA_013424915,143
GCA_015712535,111
GCA_019265445,1
GCA_014863805,1
GCA_019219465,164
GCA_014528075,147
GCA_013424825,203
GCA_014235685,122
GCA_013167695,3
GCA_014863745,1
GCA_016890045,3
GCA_014862715,171
GCA_013167615,2
GCA_016761335,150
GCA_014528705,154
GCA_013423645,71
GCA_016404405,5
GCA_015160315,537
GCA_018310205,97
GCA_019269215,1
GCA_014169775,3
GCA_016889105,6
GCA_016944715,8
GCA_013166855,2
GCA_016132505,5
GCA_018862895,72
GCA_019269155,1
GCA_015571675,2
GCA_014527825,139
GCA_016775845,1
GCA_019282615,64
GCA_014169695,7
GCA_016775905,1
GCA_017357765,2
GCA_015159955,303
GCA_018972245,4
GCA_014217135,6
GCA_013424605,73
GCA_013185675,110
GCA_016629485,5
GCA_016811875,1
GCA_014857705,139
GCA_015330035,160
GCA_018862715,76
GCA_019281595,125
GCA_015773155,75
GCA_016761375,98
GCA_019269295,1
GCA_014904175,3
GCA_015571715,4
GCA_016761255,113
GCA_014825845,2
GCA_016446335,6
GCA_017357565,2
GCA_016903535,1
GCA_014529085,138
GCA_019281945,122
GCA_019269135,1
GCA_016776105,1
GCA_019265465,1
GCA_018446735,155
GCA_014528775,159
GCA_017165135,3
GCA_016889045,3
GCA_016890005,11
GCA_014863705,1
GCA_016942535,4
GCA_017164795,3
GCA_013424725,95
GCA_016904615,7
GCA_019282175,140
GCA_016904115,9
GCA_013167015,1
GCA_014168975,2
GCA_013167455,5
GCA_014623245,2
GCA_016904655,2
GCA_016903375,8
GCA_016942635,3
GCA_019269355,1
GCA_018446275,89
GCA_016944695,4
GCA_013376515,1
GCA_018884325,4
GCA_015139155,4
GCA_014216935,1
GCA_019282635,116
GCA_019282405,131
GCA_019104345,133
GCA_013372365,3
GCA_013167815,4
GCA_014219525,129
GCA_018862335,103
GCA_015560835,54
GCA_018422805,144
GCA_018223665,2
