Genome,Contig_number
GCA_002971705,121
GCA_003123115,56
GCA_003301845,111
GCA_002855615,128
GCA_003307175,225
GCA_002763515,3
GCA_003018915,2
GCA_002769895,363
GCA_002768015,281
GCA_003304905,163
GCA_002972695,176
GCA_002972445,56
GCA_002530715,108
GCA_002879975,1
GCA_002953055,1
GCA_003795465,72
GCA_002999075,4
GCA_002764375,341
GCA_002765655,364
GCA_003302345,116
GCA_002768815,337
GCA_002973295,66
GCA_003358875,127
GCA_002763995,3
GCA_003243585,161
GCA_002972115,99
GCA_002766295,331
GCA_002769735,362
GCA_003357435,104
GCA_003301675,121
GCA_002952955,1
GCA_003017555,3
GCA_003591595,1
GCA_003051985,4
GCA_002741475,4
GCA_003368425,8
GCA_003470505,109
GCA_002768715,376
GCA_003293175,116
GCA_003009715,272
GCA_002971645,154
GCA_003850645,170
GCA_002967885,2
GCA_003290695,135
GCA_002923555,312
GCA_003686925,53
GCA_003018875,6
GCA_003303985,150
GCA_002923985,273
GCA_002788115,4
GCA_002971455,47
GCA_003018255,2
GCA_002767875,254
GCA_003722195,1
GCA_003304915,108
GCA_003018715,4
GCA_002770135,336
GCA_002953015,1
GCA_003291585,134
GCA_003291435,111
GCA_003301945,139
GCA_003291905,98
GCA_002952995,1
GCA_002765195,354
GCA_003358305,97
GCA_003018775,2
GCA_002968735,6
GCA_003413625,6
GCA_003024275,23
GCA_002767095,284
GCA_002765635,283
GCA_002734585,288
GCA_002768075,322
GCA_003357385,216
GCA_003261145,120
GCA_003018535,4
GCA_002768315,277
GCA_002971415,156
GCA_003358565,81
GCA_003300855,58
GCA_002735165,362
GCA_003290785,90
GCA_002766515,353
GCA_002734805,280
GCA_002734705,313
GCA_002770195,302
GCA_003304835,141
GCA_003627855,3
GCA_002735125,225
GCA_003427645,96
GCA_003719695,114
GCA_003399845,1
GCA_003268695,5
GCA_003143585,214
GCA_002769415,232
GCA_002741295,3
GCA_002924005,309
GCA_003308975,3
GCA_003291815,84
GCA_003019115,2
GCA_002812685,3
GCA_002768635,328
GCA_003336995,184
GCA_003302225,130
GCA_002979635,82
GCA_002767335,321
GCA_003795515,103
GCA_003357985,182
GCA_003358795,151
GCA_002765375,332
GCA_002770055,365
GCA_003292215,184
GCA_003304865,187
GCA_003470915,94
GCA_002741215,2
GCA_002442405,82
GCA_002972875,165
GCA_002766215,299
GCA_003076395,4
GCA_003302825,147
GCA_002924145,292
GCA_003302215,152
GCA_003019095,1
GCA_003731595,85
GCA_002769075,298
GCA_002944935,4
GCA_002971615,88
GCA_002844685,2
GCA_003358485,102
GCA_002953835,1
GCA_002930365,84
GCA_002573555,105
GCA_002923895,320
GCA_003018275,3
GCA_002923495,240
GCA_003301995,181
GCA_002765775,334
GCA_003017375,2
GCA_002996945,4
GCA_002741155,4
GCA_003030245,4
GCA_002810025,63
GCA_002765095,341
GCA_002810035,139
GCA_003194345,4
GCA_003019035,2
GCA_002971735,101
GCA_002769935,374
GCA_003432305,1
GCA_003291655,135
GCA_002924025,276
GCA_002768775,355
GCA_002941305,173
GCA_002971895,47
GCA_002951655,12
GCA_003024305,33
GCA_003304155,96
GCA_002767825,284
GCA_003291945,92
GCA_002796585,2
GCA_002941825,119
GCA_002971035,64
GCA_002766755,260
GCA_002952855,1
GCA_003015325,4
GCA_003018495,2
GCA_003357865,131
GCA_002967955,2
GCA_002765575,309
GCA_003428045,143
GCA_003028755,1
GCA_003731535,79
GCA_003018135,2
GCA_003368385,7
GCA_002972635,181
GCA_002764575,354
GCA_002768995,335
GCA_003194265,7
GCA_003008745,202
GCA_003357195,183
GCA_003293565,148
GCA_002768735,353
GCA_003302375,140
GCA_002770335,298
GCA_002769015,300
GCA_003024355,31
GCA_003307075,221
GCA_002767035,289
GCA_003795485,93
GCA_002972795,272
GCA_002971955,100
GCA_003303615,223
GCA_003591325,148
GCA_003291415,88
GCA_002767675,299
GCA_002767935,310
GCA_003427795,86
GCA_002770115,359
GCA_002899515,1
GCA_002735185,309
GCA_002764535,318
GCA_003336405,7
GCA_002786655,4
GCA_002769355,330
GCA_002855415,3
GCA_002971975,48
GCA_002971175,79
GCA_003357325,136
GCA_002734645,250
GCA_003357805,193
GCA_003357405,142
GCA_002972505,48
GCA_002768935,272
GCA_002766535,298
GCA_002765675,328
GCA_002770395,336
GCA_002887535,92
GCA_002768555,250
GCA_003293185,110
GCA_002951715,6
GCA_002741335,3
GCA_002924185,347
GCA_002972095,45
GCA_002993265,1
GCA_003291355,126
GCA_002972295,91
GCA_002749835,101
GCA_002953775,1
GCA_002765875,410
GCA_002804345,3
GCA_003357585,71
GCA_002764595,307
GCA_002924205,292
GCA_002934025,1
GCA_002767435,277
GCA_002764195,252
GCA_003052645,1
GCA_002879795,108
GCA_003730445,82
GCA_002770175,269
GCA_003569885,80
GCA_002967855,2
GCA_002768415,324
GCA_002741595,4
GCA_003028715,1
GCA_003301575,111
GCA_003302785,113
GCA_002923475,286
GCA_003357255,134
GCA_002767155,302
GCA_002941485,103
GCA_003337145,67
GCA_002953755,1
GCA_002761835,1
GCA_003301615,97
GCA_002952875,1
GCA_003399795,2
GCA_002764255,335
GCA_002971875,51
GCA_003028795,1
GCA_003243675,201
GCA_002928595,90
GCA_003304485,179
GCA_003302005,150
GCA_002766095,338
GCA_003358035,106
GCA_003018935,2
GCA_002573325,119
GCA_002765415,316
GCA_002972245,188
GCA_003358175,139
GCA_002769395,283
GCA_002924165,306
GCA_003427585,164
GCA_002767215,299
GCA_002769815,345
GCA_003386035,70
GCA_002734545,320
GCA_002893905,3
GCA_003028695,1
GCA_003254065,6
GCA_002770275,335
GCA_002770295,325
GCA_002952695,1
GCA_003303445,79
GCA_002941885,120
GCA_003290855,142
GCA_003290935,98
GCA_002767505,257
GCA_002764875,300
GCA_002863845,3
GCA_003290575,113
GCA_003292635,138
GCA_002768165,299
GCA_002973195,200
GCA_003358835,92
GCA_003243605,164
GCA_002769435,376
GCA_002953895,1
GCA_003357245,141
GCA_002972195,45
GCA_003019155,2
GCA_003795545,89
GCA_002953095,1
GCA_002930325,193
GCA_003030365,2
GCA_002766375,313
GCA_002764395,322
GCA_002769335,309
GCA_003304675,161
GCA_003355175,3
GCA_002764835,345
GCA_003018315,3
GCA_002806795,3
GCA_002855635,173
GCA_002741255,3
GCA_002734765,351
GCA_002769975,307
GCA_003303775,75
GCA_002806825,5
GCA_002769635,356
GCA_002959225,125
GCA_002768895,327
GCA_003304595,121
GCA_002766795,195
GCA_002764855,325
GCA_002734825,379
GCA_003357845,183
GCA_002953455,4
GCA_003302575,196
GCA_002765975,320
GCA_002769475,327
GCA_002923595,370
GCA_002769455,331
GCA_002734205,120
GCA_003427565,82
GCA_002941855,103
GCA_002766115,347
GCA_003602345,189
GCA_003627195,1
GCA_003307235,226
GCA_003287245,1
GCA_002971855,121
GCA_002945135,9
GCA_003337825,166
GCA_002764715,324
GCA_003111785,5
GCA_003303905,99
GCA_002765275,302
GCA_002971005,49
GCA_002971095,67
GCA_002769915,290
GCA_002899495,1
GCA_002980055,81
GCA_003243655,170
GCA_002966145,1
GCA_003291695,108
GCA_003427815,113
GCA_003304815,115
GCA_002765995,383
GCA_002973075,185
GCA_003292595,143
GCA_002764555,281
GCA_003358225,90
GCA_003358095,109
GCA_002766735,260
GCA_003112245,3
GCA_002973275,141
GCA_002863665,4
GCA_002765075,377
GCA_002766835,270
GCA_003357285,179
GCA_003018735,3
GCA_002765615,401
GCA_002766815,252
GCA_002971915,65
GCA_002734985,262
GCA_002766075,404
GCA_003357725,200
GCA_003303675,143
GCA_003052625,2
GCA_002764815,333
GCA_003386045,70
GCA_002923635,351
GCA_003357905,182
GCA_002735205,316
GCA_002764275,271
GCA_003358725,84
GCA_003292235,111
GCA_002810085,112
GCA_003291895,121
GCA_003290875,139
GCA_003464415,127
GCA_002716885,3
GCA_002766455,319
GCA_003352325,1
GCA_002952935,1
GCA_003399775,4
GCA_002767235,267
GCA_003410275,2
GCA_002735145,287
GCA_002769295,313
GCA_002923535,364
GCA_003665515,1
GCA_002812545,1
GCA_003439545,184
GCA_002443135,1
GCA_002769055,321
GCA_003358975,91
GCA_002770415,299
GCA_002769575,319
GCA_003291935,86
GCA_003856635,6
GCA_003293555,167
GCA_003206175,109
GCA_003290625,173
GCA_002973235,169
GCA_003703795,3
GCA_003687125,121
GCA_002848225,1
GCA_003018655,1
GCA_003017615,2
GCA_002854065,8
GCA_002941365,116
GCA_002587005,2
GCA_003292065,112
GCA_003571785,5
GCA_002741195,6
GCA_002769375,311
GCA_002741555,2
GCA_003358715,178
GCA_002767275,284
GCA_002741535,4
GCA_003303955,122
GCA_002968935,3
GCA_002766135,340
GCA_003292485,155
GCA_002767405,283
GCA_002924225,248
GCA_002810185,37
GCA_003357745,78
GCA_003018395,4
GCA_002925525,7
GCA_002442335,44
GCA_002923695,306
GCA_002768675,307
GCA_002930375,237
GCA_003358085,124
GCA_002734605,227
GCA_002770515,272
GCA_002928655,73
GCA_003028775,1
GCA_003243535,144
GCA_003318865,211
GCA_002764015,3
GCA_003013205,2
GCA_002972845,244
GCA_003307115,232
GCA_003052665,1
GCA_003291315,88
GCA_002996665,5
GCA_003303105,167
GCA_002885725,204
GCA_002768535,313
GCA_003243685,173
GCA_002923675,286
GCA_002734845,353
GCA_002764995,330
GCA_002971055,126
GCA_002924125,369
GCA_003058425,174
GCA_002972395,88
GCA_003018075,2
GCA_002766775,300
GCA_002972475,96
GCA_002967975,2
GCA_002766715,306
GCA_003019055,3
GCA_002734865,352
GCA_003357825,189
GCA_002810045,54
GCA_003731035,89
GCA_003086215,132
GCA_002973315,239
GCA_003443795,2
GCA_002788295,4
GCA_002768445,285
GCA_003368435,6
GCA_002735005,281
GCA_002923945,285
GCA_003306995,249
GCA_002764615,358
GCA_003292995,161
GCA_002941455,121
GCA_002768655,304
GCA_003571825,3
GCA_003304335,138
GCA_003009145,127
GCA_002765895,375
GCA_002770095,311
GCA_002973135,217
GCA_003009015,105
GCA_002764895,316
GCA_003076715,76
GCA_003008835,351
GCA_002769535,301
GCA_003667385,3
GCA_003292055,85
GCA_003795405,60
GCA_002769595,384
GCA_003291075,93
GCA_002923875,361
GCA_003427455,94
GCA_003112225,3
GCA_003303135,149
GCA_003301555,93
GCA_002769835,360
GCA_002770255,402
GCA_002765175,334
GCA_003143625,229
GCA_003357685,78
GCA_003586065,2
GCA_002530725,140
GCA_002768575,267
GCA_003357465,161
GCA_003303785,102
GCA_003180975,2
GCA_003302905,165
GCA_002766315,304
GCA_002765755,285
GCA_002971045,128
GCA_003076735,70
GCA_003460365,146
GCA_003358505,102
GCA_003008935,163
GCA_003231115,2
GCA_002953815,1
GCA_003018615,1
GCA_002442415,143
GCA_003015295,4
GCA_003028735,1
GCA_003291665,76
GCA_002810105,92
GCA_003300945,37
GCA_002766855,274
GCA_003291175,138
GCA_002967875,2
GCA_003357475,90
GCA_002765855,436
GCA_003302915,113
GCA_003358255,93
GCA_002900305,1
GCA_003731365,77
GCA_003357425,158
GCA_003172465,1
GCA_002927735,183
GCA_003357665,92
GCA_002765815,327
GCA_003019075,2
GCA_002768135,294
GCA_002993805,69
GCA_003357605,158
GCA_003358575,85
GCA_002971815,78
GCA_003290535,90
GCA_003018055,3
GCA_002734905,364
GCA_002769715,328
GCA_002941405,171
GCA_002971965,107
GCA_002803905,6
GCA_002923915,257
GCA_002764495,322
GCA_003357225,477
GCA_002888475,643
GCA_002769615,383
GCA_002855325,4
GCA_003180995,3
GCA_003018155,2
GCA_002768515,297
GCA_003304445,125
GCA_003017915,2
GCA_002923415,219
GCA_003291825,117
GCA_003367885,1
GCA_002953855,1
GCA_003427725,114
GCA_003358625,81
GCA_002899535,1
GCA_002952915,1
GCA_002770015,297
GCA_002973455,212
GCA_003358245,214
GCA_003181035,3
GCA_003291155,76
GCA_003143665,209
GCA_002971235,57
GCA_002764655,346
GCA_002787215,4
GCA_002766175,378
GCA_003303255,97
GCA_002923575,353
GCA_003291455,95
GCA_003018555,2
GCA_003686895,108
GCA_002923735,320
GCA_002973015,49
GCA_003288755,1
GCA_003123555,211
GCA_002766435,328
GCA_003352425,4
GCA_002765935,317
GCA_002741315,3
GCA_003293035,114
GCA_003303015,198
GCA_003018375,2
GCA_002765495,324
GCA_002768595,298
GCA_002770075,294
GCA_003399885,2
GCA_002764675,362
GCA_003357545,151
GCA_002971675,86
GCA_003717595,1
GCA_003302015,105
GCA_003031775,2
GCA_002769755,361
GCA_002766055,327
GCA_002741575,3
GCA_002973035,81
GCA_003856655,8
GCA_002767725,319
GCA_003358165,93
GCA_003351385,5
GCA_002764755,343
GCA_002855715,78
GCA_002971195,102
GCA_002765035,304
GCA_002764795,269
GCA_003357885,175
GCA_003291025,79
GCA_003358115,103
GCA_002971155,33
GCA_002861205,32
GCA_003018235,3
GCA_003302245,87
GCA_003357185,177
GCA_002765955,282
GCA_003357615,136
GCA_002948655,2
GCA_002923435,250
GCA_003731095,77
GCA_002951795,4
GCA_002971215,84
GCA_003303795,112
GCA_003303875,144
GCA_002888515,355
GCA_002765515,332
GCA_003008775,106
GCA_002766335,367
GCA_003017765,2
GCA_003357505,128
GCA_002765535,348
GCA_002767305,255
GCA_002770235,286
GCA_003304355,132
GCA_002953795,1
GCA_003304655,94
GCA_002573155,126
GCA_003302685,137
GCA_002855735,487
GCA_002770455,324
GCA_002765795,301
GCA_002810135,55
GCA_003031795,4
GCA_003303195,89
GCA_003293295,106
GCA_003288415,4
GCA_002796445,2
GCA_002769795,353
GCA_003112145,2
GCA_002741435,5
GCA_003357995,199
GCA_003303215,128
GCA_002928605,102
GCA_003303485,129
GCA_002507975,112
GCA_002765435,343
GCA_002766675,303
GCA_003302045,145
GCA_003357165,252
GCA_003292465,159
GCA_002769495,231
GCA_002573445,86
GCA_003292455,202
GCA_003017975,2
GCA_003292895,139
GCA_002741355,4
GCA_002973145,133
GCA_002734625,259
GCA_002770375,317
GCA_002741175,4
GCA_003471145,61
GCA_003346835,2
GCA_002769655,415
GCA_002769555,339
GCA_002770475,283
GCA_003358025,191
GCA_003010105,186
GCA_003076675,73
GCA_003173235,235
GCA_002765215,329
GCA_003293085,147
GCA_002766875,284
GCA_002766915,278
GCA_002734965,254
GCA_003033905,3
GCA_002764955,315
GCA_002971275,62
GCA_003304725,167
GCA_002765455,301
GCA_002973355,171
GCA_003357645,238
GCA_003304105,111
GCA_002923855,353
GCA_003303305,234
GCA_003302265,159
GCA_003307055,244
GCA_003292385,119
GCA_002972715,135
GCA_002765395,387
GCA_002765055,374
GCA_003290765,77
GCA_002915085,292
GCA_002766155,268
GCA_002971935,84
GCA_003301045,145
GCA_002507955,57
GCA_002764915,331
GCA_003008755,641
GCA_003017455,3
GCA_002951855,2
GCA_003291615,124
GCA_003303665,97
GCA_002765015,309
GCA_003308955,3
GCA_003370585,10
GCA_002770035,314
GCA_002768855,290
GCA_002787545,4
GCA_002764515,397
GCA_003024315,37
GCA_002769315,349
GCA_003358145,120
GCA_003018095,2
GCA_002803475,101
GCA_003031225,1
GCA_003591475,132
GCA_003288455,8
GCA_002764935,313
GCA_003304225,85
GCA_002923815,303
GCA_003302315,132
GCA_002972835,130
GCA_002767755,280
GCA_002769775,296
GCA_003302895,227
GCA_003368475,3
GCA_003018355,2
GCA_002765475,282
GCA_002769135,259
GCA_002972665,91
GCA_002530685,97
GCA_002953875,1
GCA_002766035,309
GCA_003602135,99
GCA_002903125,3
GCA_003019215,2
GCA_003304375,157
GCA_002442365,114
GCA_003358945,134
GCA_002879805,50
GCA_003427435,83
GCA_002764175,5
GCA_002860105,6
GCA_002768955,299
GCA_002973095,178
GCA_002741455,2
GCA_003292795,111
GCA_002766615,315
GCA_003812625,6
GCA_002769875,336
GCA_002972305,82
GCA_003291985,113
GCA_003122105,4
GCA_003018195,2
GCA_002967935,2
GCA_002924045,333
GCA_002735085,247
GCA_003292855,172
GCA_003731515,51
GCA_003358335,87
GCA_002770495,273
GCA_002971135,90
GCA_003018515,2
GCA_002734945,303
GCA_003711045,5
GCA_002952895,1
GCA_003303375,155
GCA_003008665,448
GCA_003318395,154
GCA_002769995,280
GCA_002765555,366
GCA_002766895,253
GCA_003300885,14
GCA_002769955,331
GCA_003571685,2
GCA_002971115,48
GCA_003018695,2
GCA_002915115,185
GCA_002764455,278
GCA_003357915,106
GCA_003305005,91
GCA_002591135,5
GCA_002810165,93
GCA_002924085,240
GCA_003018895,2
GCA_003122025,71
GCA_003368495,10
GCA_003368525,14
GCA_002766475,288
GCA_002765835,355
GCA_003015365,5
GCA_002951695,5
GCA_003357565,105
GCA_002971695,51
GCA_002923515,262
GCA_002765255,375
GCA_002923965,306
GCA_002765915,359
GCA_002765155,313
GCA_003358845,86
GCA_003351485,1
GCA_003060125,100
GCA_002766695,297
GCA_003303755,142
GCA_002507985,86
GCA_003028815,1
GCA_002767595,286
GCA_002768915,346
GCA_003292545,196
GCA_002843685,1
GCA_003357705,114
GCA_002770535,304
GCA_003018755,2
GCA_002923715,352
GCA_003307095,228
GCA_003697165,2
GCA_002768795,387
GCA_003291735,90
GCA_002787645,4
GCA_003292135,147
GCA_003307195,353
GCA_003358605,85
GCA_002764735,395
GCA_002915105,219
GCA_002764695,284
GCA_002850675,7
GCA_002787315,3
GCA_002766395,347
GCA_003292755,142
GCA_003666405,8
GCA_002764635,397
GCA_003443815,5
GCA_002573205,119
GCA_002734725,365
GCA_002766655,291
GCA_003020885,3
GCA_002765115,300
GCA_002863685,4
GCA_002768875,292
GCA_002589795,11
GCA_002766635,408
GCA_002769035,338
