Genome,Contig_number
GCA_000614725,198
GCA_000632615,203
GCA_000352905,5
GCA_000407845,24
GCA_000692755,14
GCA_000488535,165
GCA_000460955,24
GCA_000456345,4
GCA_000465155,8
GCA_000163155,37
GCA_000215165,19
GCA_000616485,189
GCA_000615605,212
GCA_000460335,11
GCA_000461515,10
GCA_000461175,26
GCA_000458935,7
GCA_000461435,22
GCA_000304875,413
GCA_000408765,10
GCA_000614645,193
GCA_000765435,5
GCA_000619725,112
GCA_000267245,500
GCA_000459835,15
GCA_000460395,10
GCA_000267205,370
GCA_000622485,274
GCA_000303955,310
GCA_000408085,11
GCA_000458535,13
GCA_000459475,25
GCA_000616665,259
GCA_000353065,9
GCA_000305395,358
GCA_000303455,390
GCA_000351645,5
GCA_000460155,38
GCA_000459375,17
GCA_000618005,1
GCA_000507625,18
GCA_000777655,102
GCA_000752195,162
GCA_000778485,116
GCA_000146735,1
GCA_000267625,356
GCA_000776045,64
GCA_000351945,11
GCA_000351385,17
GCA_000460775,20
GCA_000351305,15
GCA_000303615,389
GCA_000752975,155
GCA_000456305,16
GCA_000725305,1
GCA_000460655,9
GCA_000352025,13
GCA_000614925,199
GCA_000351985,3
GCA_000752495,186
GCA_000618225,212
GCA_000456205,11
GCA_000285655,3
GCA_000316485,362
GCA_000488375,127
GCA_000778135,102
GCA_000456825,5
GCA_000460635,17
GCA_000488695,154
GCA_000460195,7
GCA_000493755,6
GCA_000407665,15
GCA_000460615,19
GCA_000408385,19
GCA_000461655,18
GCA_000471145,395
GCA_000778075,125
GCA_000460135,8
GCA_000458625,9
GCA_000267825,492
GCA_000461035,15
GCA_000460295,10
GCA_000776415,120
GCA_000457105,16
GCA_000777285,59
GCA_000267265,372
GCA_000350985,13
GCA_000352585,2
GCA_000191015,33
GCA_000615785,189
GCA_000488615,114
GCA_000488555,140
GCA_000351265,13
GCA_000619645,192
GCA_000752355,224
GCA_000778435,142
GCA_000459635,9
GCA_000148365,2
GCA_000456465,15
GCA_000456565,13
GCA_000752435,188
GCA_000507645,8
GCA_000461295,12
GCA_000351745,28
GCA_000460455,16
GCA_000752775,159
GCA_000458215,15
GCA_000458915,4
GCA_000507605,18
GCA_000692735,7
GCA_000776355,123
GCA_000456145,6
GCA_000350785,29
GCA_000350765,13
GCA_000267925,428
GCA_000458415,12
GCA_000773535,163
GCA_000459055,15
GCA_000599665,1
GCA_000459255,10
GCA_000776055,96
GCA_000459715,11
GCA_000460575,11
GCA_000456405,15
GCA_000304135,294
GCA_000778095,102
GCA_000617765,222
GCA_000777195,51
GCA_000457085,58
GCA_000350745,13
GCA_000456705,8
GCA_000461115,19
GCA_000495035,53
GCA_000622775,288
GCA_000026345,1
GCA_000457045,15
GCA_000614085,193
GCA_000460275,21
GCA_000692615,10
GCA_000456085,6
GCA_000308975,1
GCA_000458035,47
GCA_000492255,15
GCA_000350825,11
GCA_000732965,2
GCA_000753515,152
GCA_000619765,190
GCA_000471445,410
GCA_000753535,93
GCA_000456485,6
GCA_000488295,196
GCA_000460375,19
GCA_000167875,6
GCA_000457955,5
GCA_000461355,9
GCA_000460495,7
GCA_000407745,18
GCA_000258145,3
GCA_000350965,10
GCA_000352265,6
GCA_000777325,80
GCA_000618065,182
GCA_000352145,8
GCA_000458665,13
GCA_000303975,402
GCA_000460255,9
GCA_000458175,7
GCA_000460735,12
GCA_000261145,21
GCA_000351765,8
GCA_000662395,3
GCA_000010245,1
