GCA_000163195.1_ASM16319v1_genomic	D
GCA_000163215.1_ASM16321v1_genomic	D
GCA_000164275.1_ASM16427v1_genomic	A
GCA_000164375.1_ASM16437v1_genomic	B1
GCA_000164255.1_ASM16425v1_genomic	B1
GCA_000164215.1_ASM16421v1_genomic	C
GCA_000164455.1_ASM16445v1_genomic	B1
GCA_000164495.1_ASM16449v1_genomic	B2
GCA_000164295.1_ASM16429v1_genomic	B2
GCA_000164335.1_ASM16433v1_genomic	A
GCA_000164435.1_ASM16443v1_genomic	B2
GCA_000166535.3_ASM16653v3_genomic	A
GCA_000176555.2_ASM17655v2_genomic	B2
GCA_000164535.1_ASM16453v1_genomic	B2
GCA_000164475.1_ASM16447v1_genomic	A
GCA_000164575.1_ASM16457v1_genomic	B2
GCA_000164595.1_ASM16459v1_genomic	B2
GCA_000176575.2_ASM17657v2_genomic	EC_control_fail
GCA_000176675.2_ASM17667v2_genomic	B1
GCA_000167875.2_ASM16787v2_genomic	B1
GCA_000176535.2_ASM17653v2_genomic	A
GCA_000164615.1_ASM16461v1_genomic	B2
GCA_000181775.1_ASM18177v1_genomic	E
GCA_000181755.1_ASM18175v1_genomic	E
GCA_000176615.2_ASM17661v2_genomic	D
GCA_000184185.1_ASM18418v1_genomic	B1
GCA_000183345.1_ASM18334v1_genomic	B2
GCA_000190815.1_ASM19081v1_genomic	A
GCA_000190795.1_ASM19079v1_genomic	B1
GCA_000190995.1_ASM19099v1_genomic	cryptic
GCA_000190915.1_ASM19091v1_genomic	B2
GCA_000190835.1_ASM19083v1_genomic	A
GCA_000190895.1_ASM19089v1_genomic	B2
GCA_000194255.1_ASM19425v1_genomic	B1
GCA_000190955.1_ASM19095v1_genomic	cryptic
GCA_000191015.1_ASM19101v1_genomic	A
GCA_000210475.1_ASM21047v1_genomic	A
GCA_000233895.1_ASM23389v1_genomic	B2
GCA_000211395.2_ASM21139v1_genomic	B2
GCA_000227625.1_ASM22762v1_genomic	F
GCA_000215165.1_ASM21516v1_genomic	E
GCA_000233875.1_ASM23387v1_genomic	B2
GCA_000258025.1_ASM25802v1_genomic	B1
GCA_000247665.4_EcoliT22_2.0_genomic	B1
GCA_000219515.3_ASM21951v3_genomic	D
GCA_000241975.1_Esch_coli_H397_V1_genomic	B2
GCA_000242035.1_Esch_coli_H494_V1_genomic	B1
GCA_000242055.1_Esch_coli_TA124_V1_genomic	D
GCA_000220005.2_ASM22000v2_genomic	A
GCA_000259695.1_ASM25969v1_genomic	B2
GCA_000241995.1_Esch_coli_E101_V1_genomic	E
GCA_000258635.1_ASM25863v1_genomic	B1
GCA_000245515.1_ASM24551v1_genomic	E
GCA_000261385.1_Esch_coli_B799_V1_genomic	B1
GCA_000261145.1_Esch_coli_M919_V2_genomic	A
GCA_000258145.1_ASM25814v1_genomic	B1
GCA_000262125.1_ASM26212v1_genomic	E
GCA_000261405.1_Esch_coli_H730_V1_genomic	A
GCA_000267265.2_ASM26726v2_genomic	E
GCA_000267005.2_ASM26700v2_genomic	E
GCA_000267205.2_ASM26720v2_genomic	E
GCA_000267385.2_ASM26738v2_genomic	E
GCA_000267285.2_ASM26728v2_genomic	E
GCA_000267365.2_ASM26736v2_genomic	E
GCA_000267345.2_ASM26734v2_genomic	E
GCA_000267245.2_ASM26724v2_genomic	E
GCA_000267405.2_ASM26740v2_genomic	E
GCA_000267225.2_ASM26722v2_genomic	E
GCA_000267505.2_ASM26750v2_genomic	E
GCA_000267485.2_ASM26748v2_genomic	E
GCA_000267785.2_ASM26778v2_genomic	E
GCA_000267905.2_ASM26790v2_genomic	E
GCA_000267465.2_ASM26746v2_genomic	E
GCA_000267945.2_ASM26794v2_genomic	E
GCA_000267765.2_ASM26776v2_genomic	E
GCA_000267825.2_ASM26782v2_genomic	E
GCA_000269645.2_PB_Esch_coli_MG12655_V1_genomic	A
GCA_000267625.2_ASM26762v2_genomic	E
GCA_000270105.1_ASM27010v1_genomic	A
GCA_000267645.2_ASM26764v2_genomic	E
GCA_000267885.2_ASM26788v2_genomic	E
GCA_000284495.1_ASM28449v1_genomic	B2
GCA_000285375.1_ASM28537v1_genomic	B2
GCA_000267925.2_ASM26792v2_genomic	E
GCA_000303255.2_ASM30325v2_genomic	B1
GCA_000273425.1_Esch_coli_MG12655_V1_genomic	A
GCA_000285655.3_EC958.v1_genomic	B2
GCA_000303275.2_ASM30327v2_genomic	E
GCA_000303355.2_ASM30335v2_genomic	E
GCA_000303295.2_ASM30329v2_genomic	E
GCA_000303315.2_ASM30331v2_genomic	E
GCA_000303235.2_ASM30323v2_genomic	E
GCA_000303335.2_ASM30333v2_genomic	E
GCA_000303615.2_ASM30361v2_genomic	E
GCA_000303655.2_ASM30365v2_genomic	B2
GCA_000303695.2_ASM30369v2_genomic	E
GCA_000303715.2_ASM30371v2_genomic	E
GCA_000303415.2_ASM30341v2_genomic	E
GCA_000303755.2_ASM30375v2_genomic	E
GCA_000303375.2_ASM30337v2_genomic	E
GCA_000303775.2_ASM30377v2_genomic	E
GCA_000303735.2_ASM30373v2_genomic	E
GCA_000303455.2_ASM30345v2_genomic	E
GCA_000303475.2_ASM30347v2_genomic	E
GCA_000303495.2_ASM30349v2_genomic	E
GCA_000303515.2_ASM30351v2_genomic	E
GCA_000303595.2_ASM30359v2_genomic	E
GCA_000303795.2_ASM30379v2_genomic	E
GCA_000303815.2_ASM30381v2_genomic	E
GCA_000303835.2_ASM30383v2_genomic	E
GCA_000303895.2_ASM30389v2_genomic	E
GCA_000303955.2_ASM30395v2_genomic	E
GCA_000303915.2_ASM30391v2_genomic	A
GCA_000304135.2_ASM30413v2_genomic	A
GCA_000303855.2_ASM30385v2_genomic	E
GCA_000303995.2_ASM30399v2_genomic	E
GCA_000303935.2_ASM30393v2_genomic	E
GCA_000304095.2_ASM30409v2_genomic	B2
GCA_000303875.2_ASM30387v2_genomic	E
GCA_000304115.2_ASM30411v2_genomic	A
GCA_000304875.2_ASM30487v2_genomic	E
GCA_000305375.2_ASM30537v2_genomic	E
GCA_000305395.2_ASM30539v2_genomic	E
GCA_000305175.1_ASM30517v1_genomic	A
GCA_000305435.2_ASM30543v2_genomic	E
GCA_000304075.2_ASM30407v2_genomic	A
GCA_000304055.2_ASM30405v2_genomic	E
GCA_000303975.2_ASM30397v2_genomic	E
GCA_000305355.1_ASM30535v1_genomic	A
GCA_000305155.2_ASM30515v2_genomic	E
GCA_000305415.2_ASM30541v2_genomic	E
GCA_000305455.2_ASM30545v2_genomic	E
GCA_000304815.2_ASM30481v2_genomic	E
GCA_000308975.2_ASM30897v2_genomic	C
GCA_000316425.2_ASM31642v2_genomic	E
GCA_000316345.2_ASM31634v2_genomic	E
GCA_000316325.2_ASM31632v2_genomic	E
GCA_000316385.2_ASM31638v2_genomic	E
GCA_000316465.1_ASM31646v1_genomic	E
GCA_000316485.1_ASM31648v1_genomic	E
GCA_000316365.2_ASM31636v2_genomic	E
GCA_000316405.2_ASM31640v2_genomic	E
GCA_000316745.2_ASM31674v2_genomic	E
GCA_000316765.2_ASM31676v2_genomic	E
GCA_000326885.1_Esch_coli_KTE85_V1_genomic	B2
GCA_000317395.1_genome_assembly_of_LCT-EC59_strain_of_E.coli_genomic	B2
GCA_000316445.2_ASM31644v2_genomic	E
GCA_000332755.1_ASM33275v1_genomic	C
GCA_000331615.1_genome_assembly_of_LCT-EC52_strain_of_E.coli_genomic	B2
GCA_000326905.1_Esch_coli_KTE167_V1_genomic	B2
GCA_000316845.2_ASM31684v2_genomic	E
GCA_000350665.1_Esch_coli_KTE5_V1_genomic	B2
GCA_000316825.2_ASM31682v2_genomic	E
GCA_000350725.1_Esch_coli_KTE12_V1_genomic	B1
GCA_000316785.2_ASM31678v2_genomic	E
GCA_000316805.2_ASM31680v2_genomic	E
GCA_000316905.2_ASM31690v2_genomic	E
GCA_000350745.1_Esch_coli_KTE15_V1_genomic	B2
GCA_000316885.2_ASM31688v2_genomic	E
GCA_000326965.1_Esch_coli_KTE125_V1_genomic	D
GCA_000350645.1_Esch_coli_KTE4_V1_genomic	B2
GCA_000350625.1_Esch_coli_KTE2_V1_genomic	D
GCA_000350805.1_Esch_coli_KTE25_V1_genomic	B2
GCA_000350765.1_Esch_coli_KTE16_V1_genomic	B2
GCA_000350885.1_Esch_coli_KTE44_V1_genomic	A
GCA_000350905.1_Esch_coli_KTE178_V1_genomic	B2
GCA_000350845.1_Esch_coli_KTE28_V1_genomic	B2
GCA_000350945.1_Esch_coli_KTE187_V1_genomic	B2
GCA_000350865.1_Esch_coli_KTE39_V1_genomic	B2
GCA_000350825.1_Esch_coli_KTE26_V1_genomic	D
GCA_000351005.1_Esch_coli_KTE191_V1_genomic	B2
GCA_000350985.1_Esch_coli_KTE189_V1_genomic	B2
GCA_000351085.1_Esch_coli_KTE205_V1_genomic	B2
GCA_000351105.1_Esch_coli_KTE206_V1_genomic	B2
GCA_000350925.1_Esch_coli_KTE181_V1_genomic	D
GCA_000350965.1_Esch_coli_KTE188_V1_genomic	B2
GCA_000351205.1_Esch_coli_KTE214_V1_genomic	B2
GCA_000350785.1_Esch_coli_KTE21_V1_genomic	D
GCA_000351145.1_Esch_coli_KTE210_V1_genomic	B1
GCA_000351045.1_Esch_coli_KTE201_V1_genomic	B2
GCA_000351025.1_Esch_coli_KTE193_V1_genomic	E
GCA_000351245.1_Esch_coli_KTE220_V1_genomic	B2
GCA_000351065.1_Esch_coli_KTE204_V1_genomic	D
GCA_000351365.1_Esch_coli_KTE235_V1_genomic	D
GCA_000351225.1_Esch_coli_KTE216_V1_genomic	B2
GCA_000351165.1_Esch_coli_KTE212_V1_genomic	A
GCA_000351125.1_Esch_coli_KTE208_V1_genomic	D
GCA_000351305.1_Esch_coli_KTE230_V1_genomic	B2
GCA_000351485.1_Esch_coli_KTE53_V1_genomic	B2
GCA_000351265.1_Esch_coli_KTE224_V1_genomic	B2
GCA_000351285.1_Esch_coli_KTE228_V1_genomic	D
GCA_000351425.1_Esch_coli_KTE47_V1_genomic	B2
GCA_000351565.1_Esch_coli_KTE58_V1_genomic	B2
GCA_000351665.1_Esch_coli_KTE72_V1_genomic	B2
GCA_000351405.1_Esch_coli_KTE237_V1_genomic	D
GCA_000351445.1_Esch_coli_KTE49_V1_genomic	B2
GCA_000351545.1_Esch_coli_KTE57_V1_genomic	B2
GCA_000351605.1_Esch_coli_KTE62_V1_genomic	B2
GCA_000351585.1_Esch_coli_KTE60_V1_genomic	B2
GCA_000351385.1_Esch_coli_KTE236_V1_genomic	D
GCA_000351765.1_Esch_coli_KTE81_V1_genomic	A
GCA_000351645.1_Esch_coli_KTE67_V1_genomic	B2
GCA_000351465.1_Esch_coli_KTE51_V1_genomic	A
GCA_000351805.1_Esch_coli_KTE86_V1_genomic	B2
GCA_000351505.1_Esch_coli_KTE55_V1_genomic	B2
GCA_000351525.1_Esch_coli_KTE56_V1_genomic	A
GCA_000351725.1_Esch_coli_KTE77_V1_genomic	A
GCA_000351745.1_Esch_coli_KTE80_V1_genomic	D
GCA_000351905.1_Esch_coli_KTE119_V1_genomic	A
GCA_000351845.1_Esch_coli_KTE93_V1_genomic	B2
GCA_000351925.1_Esch_coli_KTE142_V1_genomic	B1
GCA_000351705.1_Esch_coli_KTE76_V1_genomic	D
GCA_000351785.1_Esch_coli_KTE83_V1_genomic	D
GCA_000351825.1_Esch_coli_KTE87_V1_genomic	B2
GCA_000352005.1_Esch_coli_KTE162_V1_genomic	B2
GCA_000351945.1_Esch_coli_KTE143_V1_genomic	F
GCA_000351885.1_Esch_coli_KTE116_V1_genomic	D
GCA_000352225.1_Esch_coli_KTE43_V1_genomic	B2
GCA_000352125.1_Esch_coli_KTE17_V1_genomic	B2
GCA_000352065.1_Esch_coli_KTE6_V1_genomic	B2
GCA_000352085.1_Esch_coli_KTE8_V1_genomic	B2
GCA_000351985.1_Esch_coli_KTE161_V1_genomic	A
GCA_000352185.1_Esch_coli_KTE42_V1_genomic	A
GCA_000352025.1_Esch_coli_KTE169_V1_genomic	B2
GCA_000352145.1_Esch_coli_KTE18_V1_genomic	B2
GCA_000352245.1_Esch_coli_KTE29_V1_genomic	A
GCA_000352205.1_Esch_coli_KTE23_V1_genomic	B2
GCA_000352045.1_Esch_coli_KTE171_V1_genomic	A
GCA_000352285.1_Esch_coli_KTE46_V1_genomic	B2
GCA_000352105.1_Esch_coli_KTE9_V1_genomic	D
GCA_000352165.1_Esch_coli_KTE45_V1_genomic	B2
GCA_000352385.1_Esch_coli_KTE63_V1_genomic	B2
GCA_000352265.1_Esch_coli_KTE22_V1_genomic	B2
GCA_000352445.1_Esch_coli_KTE79_V1_genomic	D
GCA_000352465.1_Esch_coli_KTE84_V1_genomic	B2
GCA_000352565.1_Esch_coli_KTE123_V1_genomic	B2
GCA_000352345.1_Esch_coli_KTE54_V1_genomic	D
GCA_000352545.1_Esch_coli_KTE118_V1_genomic	B2
GCA_000352365.1_Esch_coli_KTE59_V1_genomic	B2
GCA_000352425.1_Esch_coli_KTE78_V1_genomic	D
GCA_000352325.1_Esch_coli_KTE50_V1_genomic	D
GCA_000352405.1_Esch_coli_KTE65_V1_genomic	B2
GCA_000352765.1_Esch_coli_KTE165_V1_genomic	B2
GCA_000352505.1_Esch_coli_KTE101_V1_genomic	B1
GCA_000352605.1_Esch_coli_KTE136_V1_genomic	B1
GCA_000352685.1_Esch_coli_KTE146_V1_genomic	cryptic
GCA_000352725.1_Esch_coli_KTE154_V1_genomic	A
GCA_000352585.1_Esch_coli_KTE135_V1_genomic	B1
GCA_000352785.1_Esch_coli_KTE192_V1_genomic	B2
GCA_000352905.1_Esch_coli_KTE183_V1_genomic	B2
GCA_000352665.1_Esch_coli_KTE144_V1_genomic	D
GCA_000352825.1_Esch_coli_KTE190_V1_genomic	D
GCA_000352645.1_Esch_coli_KTE141_V1_genomic	B2
GCA_000352985.1_Esch_coli_KTE203_V1_genomic	B1
GCA_000352945.1_Esch_coli_KTE197_V1_genomic	A
GCA_000352925.1_Esch_coli_KTE196_V1_genomic	E
GCA_000352705.1_Esch_coli_KTE147_V1_genomic	D
GCA_000353025.1_Esch_coli_KTE209_V1_genomic	B2
GCA_000352965.1_Esch_coli_KTE202_V1_genomic	D
GCA_000352745.1_Esch_coli_KTE158_V1_genomic	D
GCA_000353005.1_Esch_coli_KTE207_V1_genomic	B2
GCA_000352805.1_Esch_coli_KTE194_V1_genomic	B2
GCA_000353045.1_Esch_coli_KTE211_V1_genomic	B2
GCA_000353105.1_Esch_coli_KTE218_V1_genomic	B2
GCA_000353085.1_Esch_coli_KTE217_V1_genomic	B2
GCA_000353065.1_Esch_coli_KTE215_V1_genomic	B2
GCA_000353125.1_Esch_coli_KTE223_V1_genomic	B2
GCA_000353165.1_Esch_coli_KTE229_V1_genomic	B2
GCA_000364305.1_Esch_coli_SWW33_V1_genomic	B2
GCA_000407705.1_Esch_coli_KTE7_V1_genomic	B2
GCA_000407685.1_Esch_coli_KTE3_V1_genomic	B2
GCA_000407825.1_Esch_coli_KTE19_V1_genomic	B2
GCA_000353145.1_Esch_coli_KTE227_V1_genomic	B2
GCA_000407805.1_Esch_coli_KTE14_V1_genomic	cryptic
GCA_000407785.1_Esch_coli_KTE231_V1_genomic	D
GCA_000407745.1_Esch_coli_KTE35_V1_genomic	A
GCA_000407725.1_Esch_coli_KTE13_V1_genomic	B1
GCA_000407945.1_Esch_coli_KTE34_V1_genomic	A
GCA_000407885.1_Esch_coli_KTE27_V1_genomic	B2
GCA_000353185.1_Esch_coli_KTE104_V1_genomic	B2
GCA_000408125.1_Esch_coli_KTE195_V1_genomic	B2
GCA_000408085.1_Esch_coli_KTE185_V1_genomic	B2
GCA_000407665.1_Esch_coli_KTE1_V1_genomic	D
GCA_000408065.1_Esch_coli_KTE182_V1_genomic	B2
GCA_000407965.1_Esch_coli_KTE36_V1_genomic	F
GCA_000408185.1_Esch_coli_KTE200_V1_genomic	D
GCA_000408205.1_Esch_coli_KTE219_V1_genomic	B2
GCA_000408285.1_Esch_coli_KTE226_V1_genomic	B2
GCA_000408145.1_Esch_coli_KTE198_V1_genomic	A
GCA_000407845.1_Esch_coli_KTE20_V1_genomic	D
GCA_000408305.1_Esch_coli_KTE240_V1_genomic	B2
GCA_000408265.1_Esch_coli_KTE225_V1_genomic	D
GCA_000408225.1_Esch_coli_KTE221_V1_genomic	C
GCA_000408505.1_Esch_coli_KTE89_V1_genomic	B2
GCA_000408165.1_Esch_coli_KTE199_V1_genomic	D
GCA_000408445.1_Esch_coli_KTE71_V1_genomic	A
GCA_000408245.1_Esch_coli_KTE222_V1_genomic	C
GCA_000408385.1_Esch_coli_KTE68_V1_genomic	D
GCA_000408685.1_Esch_coli_KTE126_V1_genomic	B2
GCA_000408405.1_Esch_coli_KTE69_V1_genomic	F
GCA_000408545.1_Esch_coli_KTE98_V1_genomic	F
GCA_000408585.1_Esch_coli_KTE102_V1_genomic	A
GCA_000408705.1_Esch_coli_KTE127_V1_genomic	D
GCA_000408665.1_Esch_coli_KTE121_V1_genomic	D
GCA_000408485.1_Esch_coli_KTE74_V1_genomic	F
GCA_000408745.1_Esch_coli_KTE132_V1_genomic	A
GCA_000408785.1_Esch_coli_KTE155_V1_genomic	A
GCA_000408425.1_Esch_coli_KTE70_V1_genomic	F
GCA_000408725.1_Esch_coli_KTE130_V1_genomic	A
GCA_000408825.1_Esch_coli_KTE170_V1_genomic	D
GCA_000415485.1_E2265_1_genomic	B1
GCA_000418595.1_E_coliMC6003-1.0_genomic	D
GCA_000418615.2_E_coliMC6002-1.0_genomic	D
GCA_000418635.1_E_coliMC23-1.0_genomic	D
GCA_000408765.1_Esch_coli_KTE134_V1_genomic	D
GCA_000418715.1_E_coliAB42602061-isolate1-1.0_genomic	D
GCA_000418735.2_E_coliAB42554418-isolate1-1.0_genomic	D
GCA_000456085.1_Esch_coli_HVH_5_4-7148410_V1_genomic	B2
GCA_000456065.1_Esch_coli_HVH_4_4-7276109_V1_genomic	B2
GCA_000456125.1_Esch_coli_HVH_7_4-7315031_V1_genomic	B2
GCA_000456025.1_Esch_coli_HVH_2_4-6943160_V1_genomic	B2
GCA_000418655.1_E_coliMC21-1.0_genomic	D
GCA_000456225.1_Esch_coli_HVH_17_4-7473087_V1_genomic	B2
GCA_000456145.1_Esch_coli_HVH_9_4-6942539_V1_genomic	B2
GCA_000418695.2_E_coliAB43739056-isolate1-1.0_genomic	D
GCA_000418755.2_E_coliAB42410445-isolate1-1.0_genomic	D
GCA_000456005.1_Esch_coli_HVH_1_4-6876161_V1_genomic	B2
GCA_000456105.1_Esch_coli_HVH_6_3-8296502_V1_genomic	D
GCA_000456185.1_Esch_coli_HVH_13_4-7634056_V1_genomic	B2
GCA_000456265.1_Esch_coli_HVH_19_4-7154984_V1_genomic	B2
GCA_000456305.1_Esch_coli_HVH_21_4-4517873_V1_genomic	B2
GCA_000456165.1_Esch_coli_HVH_10_4-6832164_V1_genomic	D
GCA_000456345.1_Esch_coli_HVH_24_4-5985145_V1_genomic	B2
GCA_000456325.1_Esch_coli_HVH_22_4-2258986_V1_genomic	D
GCA_000456365.1_Esch_coli_HVH_25_4-5851939_V1_genomic	D
GCA_000456205.1_Esch_coli_HVH_16_4-7649002_V1_genomic	B2
GCA_000456285.1_Esch_coli_HVH_20_4-5865042_V1_genomic	B2
GCA_000456425.1_Esch_coli_HVH_28_4-0907367_V1_genomic	B2
GCA_000456485.1_Esch_coli_HVH_31_4-2602156_V1_genomic	B2
GCA_000456385.1_Esch_coli_HVH_26_4-5703913_V1_genomic	B2
GCA_000456245.1_Esch_coli_HVH_18_4-8589585_V1_genomic	C
GCA_000456405.1_Esch_coli_HVH_27_4-7449267_V1_genomic	B2
GCA_000456465.1_Esch_coli_HVH_30_4-2661829_V1_genomic	B2
GCA_000456585.1_Esch_coli_HVH_38_4-2774682_V1_genomic	B2
GCA_000456545.1_Esch_coli_HVH_35_4-2962667_V1_genomic	B2
GCA_000456605.1_Esch_coli_HVH_39_4-2679949_V1_genomic	B2
GCA_000456565.1_Esch_coli_HVH_37_4-2773848_V1_genomic	B2
GCA_000456705.1_Esch_coli_HVH_44_4-2298570_V1_genomic	D
GCA_000456625.1_Esch_coli_HVH_40_4-1219782_V1_genomic	B2
GCA_000456505.1_Esch_coli_HVH_32_4-3773988_V1_genomic	B2
GCA_000456765.1_Esch_coli_HVH_48_4-2658593_V1_genomic	B2
GCA_000456645.1_Esch_coli_HVH_41_4-2677849_V1_genomic	D
GCA_000456445.1_Esch_coli_HVH_29_4-3418073_V1_genomic	D
GCA_000456525.1_Esch_coli_HVH_33_4-2174936_V1_genomic	C
GCA_000456725.1_Esch_coli_HVH_45_4-3129918_V1_genomic	D
GCA_000456785.1_Esch_coli_HVH_51_4-2172526_V1_genomic	B2
GCA_000456825.1_Esch_coli_HVH_55_4-2646161_V1_genomic	B2
GCA_000456905.1_Esch_coli_HVH_61_4-2736020_V1_genomic	B2
GCA_000456805.1_Esch_coli_HVH_53_4-0631051_V1_genomic	F
GCA_000456665.1_Esch_coli_HVH_42_4-2100061_V1_genomic	B2
GCA_000456845.1_Esch_coli_HVH_56_4-2153033_V1_genomic	B2
GCA_000456885.1_Esch_coli_HVH_59_4-1119338_V1_genomic	B2
GCA_000456865.1_Esch_coli_HVH_58_4-2839709_V1_genomic	B2
GCA_000456945.1_Esch_coli_HVH_65_4-2262045_V1_genomic	D
GCA_000456985.1_Esch_coli_HVH_69_4-2837072_V1_genomic	D
GCA_000457045.1_Esch_coli_HVH_74_4-1034782_V1_genomic	B2
GCA_000457005.1_Esch_coli_HVH_70_4-2963531_V1_genomic	B2
GCA_000457025.1_Esch_coli_HVH_73_4-2393174_V1_genomic	B2
GCA_000456965.1_Esch_coli_HVH_68_4-0888028_V1_genomic	B2
GCA_000457185.1_Esch_coli_HVH_84_4-1021478_V1_genomic	B2
GCA_000457085.1_Esch_coli_HVH_77_4-2605759_V1_genomic	B2
GCA_000457165.1_Esch_coli_HVH_82_4-2209276_V1_genomic	C
GCA_000457145.1_Esch_coli_HVH_80_4-2428830_V1_genomic	B2
GCA_000457305.1_Esch_coli_HVH_91_4-4638751_V1_genomic	A
GCA_000457345.1_Esch_coli_HVH_95_4-6074464_V1_genomic	B2
GCA_000457065.1_Esch_coli_HVH_76_4-2538717_V1_genomic	B2
GCA_000456925.1_Esch_coli_HVH_63_4-2542528_V1_genomic	D
GCA_000457245.1_Esch_coli_HVH_88_4-5854636_V1_genomic	D
GCA_000457285.1_Esch_coli_HVH_90_4-3191362_V1_genomic	B2
GCA_000457205.1_Esch_coli_HVH_85_4-0792144_V1_genomic	D
GCA_000457105.1_Esch_coli_HVH_78_4-2735946_V1_genomic	B2
GCA_000457225.1_Esch_coli_HVH_87_4-5977630_V1_genomic	F
GCA_000457325.1_Esch_coli_HVH_92_4-5930790_V1_genomic	B2
GCA_000457405.1_Esch_coli_HVH_100_4-2850729_V1_genomic	U
GCA_000457435.1_Esch_coli_HVH_103_4-5904188_V1_genomic	B2
GCA_000457385.1_Esch_coli_HVH_96_4-5934869_V1_genomic	B2
GCA_000457265.1_Esch_coli_HVH_89_4-5885604_V1_genomic	B2
GCA_000457455.1_Esch_coli_HVH_104_4-6977960_V1_genomic	B2
GCA_000457515.1_Esch_coli_HVH_109_4-6977162_V1_genomic	B2
GCA_000457475.1_Esch_coli_HVH_106_4-6881831_V1_genomic	D
GCA_000457575.1_Esch_coli_HVH_112_4-5987253_V1_genomic	B2
GCA_000457555.1_Esch_coli_HVH_111_4-7039018_V1_genomic	B2
GCA_000457635.1_Esch_coli_HVH_115_4-4465997_V1_genomic	B1
GCA_000457535.1_Esch_coli_HVH_110_4-6978754_V1_genomic	D
GCA_000457655.1_Esch_coli_HVH_115_4-4465989_V1_genomic	B1
GCA_000457595.1_Esch_coli_HVH_113_4-7535473_V1_genomic	D
GCA_000457755.1_Esch_coli_HVH_120_4-6978681_V1_genomic	B2
GCA_000457615.1_Esch_coli_HVH_114_4-7037740_V1_genomic	B2
GCA_000457715.1_Esch_coli_HVH_118_4-7345399_V1_genomic	B2
GCA_000457735.1_Esch_coli_HVH_119_4-6879578_V1_genomic	D
GCA_000457675.1_Esch_coli_HVH_116_4-6879942_V1_genomic	B2
GCA_000457795.1_Esch_coli_HVH_122_4-6851606_V1_genomic	D
GCA_000457855.1_Esch_coli_HVH_127_4-7303629_V1_genomic	B2
GCA_000457895.1_Esch_coli_HVH_130_4-7036876_V1_genomic	D
GCA_000458035.1_Esch_coli_HVH_139_4-3192644_V1_genomic	B1
GCA_000457995.1_Esch_coli_HVH_137_4-2124971_V1_genomic	B2
GCA_000457695.1_Esch_coli_HVH_117_4-6857191_V1_genomic	B2
GCA_000457915.1_Esch_coli_HVH_132_4-6876862_V1_genomic	B2
GCA_000457815.1_Esch_coli_HVH_125_4-2634716_V1_genomic	B2
GCA_000457975.1_Esch_coli_HVH_135_4-4449320_V1_genomic	D
GCA_000457835.1_Esch_coli_HVH_126_4-6034225_V1_genomic	B2
GCA_000458195.1_Esch_coli_HVH_147_4-5893887_V1_genomic	B1
GCA_000458115.1_Esch_coli_HVH_143_4-5674999_V1_genomic	B2
GCA_000458095.1_Esch_coli_HVH_142_4-5627451_V1_genomic	B2
GCA_000457775.1_Esch_coli_HVH_121_4-6877826_V1_genomic	C
GCA_000458075.1_Esch_coli_HVH_141_4-5995973_V1_genomic	B2
GCA_000457935.1_Esch_coli_HVH_133_4-4466519_V1_genomic	D
GCA_000458235.1_Esch_coli_HVH_150_4-3258106_V1_genomic	C
GCA_000458135.1_Esch_coli_HVH_144_4-4451937_V1_genomic	B2
